url,label,notas,domain_base
https://www.openbank.es/banca-personal,0,portal Openbank oficial,openbank.es
https://www.grupocajarural.es/es,0,home Caja Rural oficial,grupocajarural.es
https://www.kutxabank.es/,0,home bancaria oficial,kutxabank.es
https://www.cajaruraldeasturias.com/es/particulares/nueva-ruralvia,0,home bancaria oficial,cajaruraldeasturias.com
https://www.bankinter.com/empresas/,0,home bancaria oficial,bankinter.com
https://www.ruralcentral.es/es/particulares/004-seguridad-ruralvia,0,sección de seguridad oficial,ruralcentral.es
https://yosoymas.masmovil.es/login/primer-acceso,0,portal MasMóvil oficial,yosoymas.masmovil.es
https://bit2me.com/es,0,portal Bit2Me oficial,bit2me.com
https://www.digimobil.es/atencion-cliente,0,portal Digi oficial,digimobil.es
https://wetransfer.com,0,servicio WeTransfer oficial,wetransfer.com
https://www.bmedonline.es,0,portal Banco Mediolanum oficial,bmedonline.es
https://www.unicajabanco.es/es/particulares,0,home bancaria oficial,unicajabanco.es
https://walletconnect.network,0,portal WalletConnect oficial,walletconnect.network
https://www.correosexpress.es,0,portal Correos Express oficial,correosexpress.es
https://www.bbva.es/personas.html#,0,home bancaria oficial,bbva.es
https://www.bancosantander.es/particulares/banca-online/apps/santander,0,app móvil oficial,bancosantander.es
https://www.orange.es/pago-facturas,0,portal Orange facturas oficial,orange.es
https://www.hbomax.com/es/es/sign-in,0,login HBO Max oficial,hbomax.com
https://www.dhl.com/es-es/home/seguimiento.html,0,seguimiento DHL oficial,dhl.com
https://accounts.binance.com/es/login,0,portal Binance oficial,accounts.binance.com
https://www.amazon.es/ap/signin,0,login Amazon oficial,amazon.es
https://m.vodafone.es/mves/login,0,login Vodafone oficial,m.vodafone.es
https://www.movistar.es/area-cliente/mi-cuenta/,0,área de clientes Movistar oficial,movistar.es
https://www.bancomediolanum.es/es-ES/la-banca-personal/,0,portal Banco Mediolanum oficial,bancomediolanum.es
https://login.decathlon.net/sign-in,0,login Decathlon oficial,login.decathlon.net
https://ver.flixole.com/log-in,0,login FlixOlé oficial,ver.flixole.com
https://bancaelectronica.abanca.com,0,portal banca electrónica Abanca oficial,bancaelectronica.abanca.com
https://www.habbo.es,0,portal Habbo oficial,habbo.es
https://mibp.es/es/welcome,0,portal BP oficial,mibp.es
https://www.abanca.com/es/,0,home bancaria oficial,abanca.com
https://areadeclientes.mapfre.es,0,área cliente Mapfre oficial,areadeclientes.mapfre.es
https://www.mutua.es/acceso-area-personal/#/login,0,oficina virtual Mutua Madrileña oficial,mutua.es
https://www.instagram.com/accounts/password/reset/,0,reset password Instagram oficial,instagram.com
https://www.seur.com/miseur/home,0,portal Seur oficial,seur.com
https://login.yahoo.com/,0,login Yahoo Mail oficial,login.yahoo.com
https://www.iberdrola.es/wclifral/login/loginUnicoForm,0,login Iberdrola oficial,iberdrola.es
https://www.iberia.com/es/iberiaplus/recuperar-password/,0,recuperación Iberia Plus oficial,iberia.com
https://seguridad.bankinter.com/gestion/es-es/,0,sección de seguridad Bankinter oficial,seguridad.bankinter.com
https://venta.renfe.com/vol/loginParticular.do,0,área cliente Renfe oficial,venta.renfe.com
https://miyoigo.yoigo.com/login,0,login Yoigo oficial,miyoigo.yoigo.com
https://web.whatsapp.com,0,WhatsApp Web oficial,web.whatsapp.com
https://www.correos.es/es/es/herramientas/localizador/envios,0,seguimiento/envíos oficial,correos.es
https://movil.bbva.es/apps/woody/index.html,0,app móvil oficial,movil.bbva.es
http://caixacapitalrisc.send2sign.es/login,1,.es + Caixa en subdominio (SaaS tercero) + /login → impersonación por subdominio,caixacapitalrisc.send2sign.es
https://b9xja.dgnsvwrk.es/DwD9I@prmk4JYY2V/*toto@microsoft.com,1,.es + marca (microsoft) en la ruta + ofuscación (token + email en path) → patrón SaaS muy útil,b9xja.dgnsvwrk.es
https://robllox.com.es,1,typosquatting de Roblox + TLD .com.es (orientación ES),robllox.com.es
https://zooominvitenotice.es/project/Windows/invite.php,1,typosquatting de Zoom + TLD .es + invite.php (flujo típico de invitación) → SaaS claro,zooominvitenotice.es
https://robiox.com.es,1,typosquatting de Roblox + .com.es (orientación ES),robiox.com.es
http://unicismadrid.es/wp-content/com/index/ch/login.html,1,web .es comprometida (WordPress) + ruta /login; sector público/edu,unicismadrid.es
https://authline-checkappr0v.com.es/7aIT03j82stf28&sp_aqd=d2lkZ264DGsrFT5vGFGhuTrytrfgUygHjuyTtyYtFGbXJhaQ&th=3/,1,.com.es + semántica auth/approve con “0” (obfuscación) + tokens en ruta ⇒ fake login no–acortador / no host gratuito,authline-checkappr0v.com.es
https://koinbay-login.es,1,typosquatting de Coinbase + .es,koinbay-login.es
https://boxperience.es/cuenta/es-ing/ing,1,.es + posible web comprometida + marca ING en ruta,boxperience.es
http://serv-authveriline.com.es,1,.com.es + mezcla auth/verify → fake login,serv-authveriline.com.es
https://asesoriabarrachina.es/wp-includes/strato/?user-agent=Mozilla/5.0+(Windows+NT+10.0,1,web .es comprometida(WordPress),asesoriabarrachina.es
https://coinbasewalletsupport.es,1,abuso de marca Coinbase + .es,coinbasewalletsupport.es
http://secretosbp.es/DROPBOX/DROPBOX/vinc/,1,.es + ruta de marca (Dropbox) → impersonación por ruta,secretosbp.es
https://app-ing.direct-ayuda.com,1,subdominio “app-ing”+ español en dominio ⇒ phishing ING,app-ing.direct-ayuda.com
https://correos-paqueteria.com/asset.php,1,marca ES (Correos) en dominio + “paquetería” (ES) + ruta asset.php típica de kit,correos-paqueteria.com
https://dgtt48.lat/yyjxzpjg/e2Walj/7,1,DGT en dominio + tokens/ruta ofuscada; ejemplo sin acortador(útil),dgtt48.lat
https://extremas.com.ar/styles/ccDGT/DGT/cc.php,1,DGT en ruta + TLD .com.ar(caso realista fuera de .es) → cross-host válido,extremas.com.ar
https://ingbanksecure.com/,1,marca ING en dominio + “secure” (login) → directo y claro,ingbanksecure.com
https://l.ead.me/DGTspain,1,acortador + DGT; dejamos 1representativo,l.ead.me
https://www.app-ingmovil-cliente.com,1,marca ING + español en dominio (app/cliente/móvil) → phishing claro,app-ingmovil-cliente.com
https://www.ing-es-movil.com,1,marca ING + es/movil → orientación ES evidente,ing-es-movil.com
http://soporte_ionos.viajoencoche.es/?rid=48Y9hLX,1,subdominio “soporte_ionos” sobre .es comprometido → impersonación por subdominio,soporte_ionos.viajoencoche.es
http://www.ionosesfacturas.rf.gd/?i=1,1,host gratuito + IONOS (es-”facturas”) → ejemplo útil de free-host con marca,ionosesfacturas.rf.gd
https://admin.multa.net/,1,DGT (multa) sin acortador; host dedicado → caso de alta calidad,admin.multa.net
https://idt.oc.cuenta.lonos-facturacion-1and1.enfoquerhgt.com/identifier?pageMessage=wrong-mandant-redirect~~activating&login_hint,1,IONOS/1&1 en subdominio de tercero + /identifier → impersonación por subdominio,idt.oc.cuenta.lonos-facturacion-1and1.enfoquerhgt.com
https://ingsecusecuring.web.app/,1,marca ING en cloud free (patrón realista),ingsecusecuring.web.app
https://nflx-cuenta.com/,1,Netflix abreviado (nflx) + “cuenta” (ES) → typosquatting claro,nflx-cuenta.com
https://online.multa.net/,1,DGT sin acortador; segundo flujo del mismo host,online.multa.net
https://orangepro0.godaddysites.com/,1,Orange en host gratuito (GoDaddy Sites) → patrón de kit en free host,orangepro0.godaddysites.com
https://restablecer-cuenta-outlookk.zya.me/,1,Outlook en host + castellano (“restablecer-cuenta”) + patrón free host,restablecer-cuenta-outlookk.zya.me
https://soporte-netflx.com/,1,Netflix typos (netflx) + “soporte” (ES) → phishing claro,soporte-netflx.com
https://alerta-cliente.app,1,.app + castellano (“alerta-cliente”)→ patrón banca/teleco sin acortador,alerta-cliente.app
https://alertascliente.webcindario.com/,1,castellano + host gratuito (kit típico),alertascliente.webcindario.com
https://infotecnikas.es/re.html,1,.es comprometido(ruta mínima) → caso realista no-marca,infotecnikas.es
https://iradgt.com/Alibaba/alibaba/index.php,1,"DGT en dominio (no acortador), ruta de kit",iradgt.com
https://pendientesdeti.es/6d6116da#redacted@abuse.ionos.com,1,.es + dominio en castellano (“pendientes de ti”) + token en ruta → genérico ES de calidad,pendientesdeti.es
https://sites.google.com/view/ruraless/p%C3%A1gina-principal,1,Caja Rural en Google Sites+ castellano → buen representativo,sites.google.com
https://w.aviso-cliente.net,1,Dominio dedicado con castellano (“aviso-cliente”) → patrón banca/teleco sin acortador,w.aviso-cliente.net
https://authspacemon.webcindario.com/orangebank/index.php?pwd=TaTe,1,Orange Banken host gratuito(Webcindario) + /index.php→ kit típico,authspacemon.webcindario.com
http://avisonlines-ahorro.0hi.me/?i=3,1,Free host 0hi.me + castellano bancario (“aviso/ahorro”) → cubre patrón,avisonlines-ahorro.0hi.me
https://acceso-bloqueado.webcindario.com/validacion/validecard.html,1,Castellano (“acceso-bloqueado/validación”) + card → banca realista en free host,acceso-bloqueado.webcindario.com
https://alertabarural.webcindario.com/,1,Caja Rural + castellano en webcindario → buen representativo de banca en free host,alertabarural.webcindario.com
https://app.biaclientefonefacil.digital,1,Teleco campaña dedicada en dominio propio; castellano → útil y no free host,app.biaclientefonefacil.digital
https://comprastokenbip.webcindario.com/inicio.html,1,Cripto tokens en webcindario (representativo del patrón); mantenemos 1 y descartamos el otro,comprastokenbip.webcindario.com
https://enlineaprestamo.webcindario.com/,1,Castellano financiero (“préstamo”) en host gratuito → patrón realista (1 muestra de “loan scam” ES en webcindario).,enlineaprestamo.webcindario.com
https://facturapostpago.com/,1,"Teleco + “postpago”(ES) en dominio propio→ campaña dedicada, no free host.",facturapostpago.com
https://form.123formbuilder.com/6236576/para-sms-formulario-de-autorizacion-envio-clave-ivr,1,Formulario público con texto en castellano(SMS/IVR) → cubrir arquetipo forms-as-phish.,form.123formbuilder.com
https://merenciano.net/serviciodecorreo/login/,1,Sitio comprometido+ “servicio de correo/login”(ES) → caso no-.es pero claro.,merenciano.net
https://portaldigitalclientefeliz.blogspot.com/?gclid=EAIaIQobChMI27GY3K22_QIVzylMCh1KoQmjEAMYASAAEgKlr_D_BwE,1,Blogspot (free)+ castellano (“portal/cliente”) → incluir 1muestra de Blogspot.,portaldigitalclientefeliz.blogspot.com
https://recibo-de-pago.weebly.com/,1,Weebly (free) + castellano (“recibo de pago”) → cubrir 1 muestra de Weebly.,recibo-de-pago.weebly.com
https://validar-tarjeta.webcindario.com/,1,Castellano banca (“validar-tarjeta”) en host gratuito → buen patrón de fraude de tarjeta.,validar-tarjeta.webcindario.com
https://walletconnect.com-secure.es/,1,Cripto/WalletConnect + “.com-secure”(impersonación) + .es → claro y útil.,walletconnect.com-secure.es
https://bit.ly/Correos-ESP,1,Acortador + Correos explícito (“ESP”) → dejamos este como representativo.,bit.ly
https://particulares-netbancosantander.web.app/,1,Banca (Santander) + castellano (“particulares/net banco”) en cloud free → patrón útil; 1 muestra.,particulares-netbancosantander.web.app
https://soportetuexperto-orange-es.webflow.io/,1,Telecom Orange + castellano (“soporte/experto”) en SaaS Webflow→ patrón nuevo sin acortador.,soportetuexperto-orange-es.webflow.io
https://netflix-pagos.blog/,1,Streaming ya cubierto (2/2) con señales fuertes; esta va a reserva para no saturar.,netflix-pagos.blog
https://crelosa.app/lnn/dhl-new%20(1).html,1,Logística DHL en dominio propio (no acortador / no free host); suma variedad logística.,crelosa.app
https://www.binance.com.loginsn.cc/,1,Impersonación por subdominio (“binance.com”) sobre dominio tercero → cripto de alta señal.,binance.com.loginsn.cc
https://netflix-seguro.com/index.php,1,Typosquatting de Netflix + dominio engañoso con palabra 'seguro' + TLD .com orientado a usuarios hispanohablantes + campaña en castellano.,netflix-seguro.com
https://www.ing-appmovil-inicio.com/,1,"Phishing ING España + dominio falso con keywords en castellano ('appmovil', 'inicio') + TLD .com.",ing-appmovil-inicio.com
https://www.ing-web-inicios.com/,1,"Phishing ING España + dominio falso con keywords en castellano ('web', 'inicios') + TLD .com.",ing-web-inicios.com
https://seguridad-ingclientes.com/es,1,"Phishing ING España + dominio con keywords en castellano ('seguridad', 'clientes') + path '/es' reforzando targeting a España.",seguridad-ingclientes.com
http://vodafone.accept-term.com,1,"Vodafone, impersonación por subdominio .com, no es free host, señal global",vodafone.accept-term.com
https://aviso-caixa.digital/inicio/enter,1,"Phishing CaixaBank + dominio engañoso con palabra 'aviso' + keyword en castellano 'inicio' en la ruta + TLD .digital (sospechoso, no oficial).",aviso-caixa.digital
http://movistarui.vip,1,"Dominio dedicado sin acortador/free host, la usamos como 1 excepción técnica hasta encontrar una clara Movistar",movistarui.vip
https://santanderib.com,1,Phishing Banco Santander + dominio typosquatting simplificado (ib ≠ oficial) + ausencia de subdominios legítimos + TLD .com.,santanderib.com
https://pago-master.digital/Confirmacio%CC%81n%20de%20Pago.html,1,Phishing financiero en castellano + dominio fraudulento con keyword 'pago' + TLD .digital + página titulada 'Confirmación de Pago'.,pago-master.digital
https://dhl.com-esoo.top/es,1,Marca DHL en dominio (impersonación/typosquatting) + ruta /es (orientación castellano) + no acortador/no free host → logística de alta señal,dhl.com-esoo.top
https://netflix-reglamentos.info/pages/,1,Phishing Netflix + dominio engañoso con keyword 'reglamentos' + TLD .info sospechoso + campaña en castellano.,netflix-reglamentos.info
http://srv235099.hoster-test.ru/BBVA-PAGINA,1,Phishing BBVA + hosting ruso (.ru) + palabra clave 'PAGINA' en castellano en la ruta.,srv235099.hoster-test.ru
http://bancaonline0103.webcindario.com/home.php,1,Phishing bancario + hosting gratuito Webcindario + keywords en castellano ('bancaonline').,bancaonline0103.webcindario.com
http://www.habbocreditosparati.blogspot.com/,1,Phishing Habbo + blogspot gratuito + keywords en castellano 'créditos para ti'.,habbocreditosparati.blogspot.com
https://activartarjetabp.webcindario.com,1,Phishing BP España + hosting gratuito Webcindario + keyword en castellano 'activar tarjeta'.,activartarjetabp.webcindario.com
https://digitalefectiva.webcindario.com/Efe/,1,"Phishing bancario genérico + Webcindario gratuito + keywords en castellano ('digital', 'efectiva').",digitalefectiva.webcindario.com
https://galiciaseguridad.myportfolio.com/,1,Phishing banca Galicia + hosting gratuito Adobe MyPortfolio + keyword 'seguridad'.,galiciaseguridad.myportfolio.com
https://hdseguridad.webcindario.com/,1,Phishing genérico + Webcindario gratuito + keyword 'seguridad' en castellano.,hdseguridad.webcindario.com
https://kmctayurvedacollege.org/ingresoseguro/,1,Phishing bancario genérico + hosting académico (.org) sin relación + ruta 'ingresoseguro' en castellano.,kmctayurvedacollege.org
https://misaki4552.github.io/Pagina-instagram/,1,Phishing Instagram + GitHub Pages gratuito + nombre de carpeta en castellano 'Pagina-instagram'.,misaki4552.github.io
https://my.forms.app/dpdservicioexpress/modulodiaperturacontodpd,1,Formulario público (forms.app) + logística DPD + castellano → patrón real de landing en formulario (no acortador / no webcindario),my.forms.app
https://serviciodecorreo.es/,1,".es + castellano (“servicio de correo”) en dominio propio, sin acortador / sin free host",serviciodecorreo.es
https://ampliaciones.zonasolicitudeampliacion.click/,1,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('solicitud', 'ampliacion') + TLD .click sospechoso.",ampliaciones.zonasolicitudeampliacion.click
https://appcanaldigital.com/,1,elecom en dominio propio + castellano (“app canal digital”); no acortador / no free-host; patrón “app/área cliente”.,appcanaldigital.com
https://clientepresenteado.digital/inicio,1,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('cliente', 'inicio') + TLD .digital sospechoso.",clientepresenteado.digital
http://bancosantaderonline.com,1,Phishing Banco Santander + dominio typosquatting sin subdominio legítimo + TLD .com.,bancosantaderonline.com
http://bancosantander.es.hotelparadis.es/aviso/db5359497aecd83/login.php,1,Phishing Banco Santander + subdominio engañoso dentro de 'hotelparadis.es' + ruta con 'aviso/login'.,bancosantander.es.hotelparadis.es
https://banco-galicia-online.com/galicia/confirm,1,"Phishing Banco Galicia (LatAm, Argentina) + dominio fraudulento con keyword 'galicia' + irrelevante para España.",banco-galicia-online.com
https://bbva.es.personal-cuenta.info/personal/index.php?tegdfs?,1,"Phishing BBVA + dominio fraudulento con keywords en castellano ('personal', 'cuenta') + TLD .info sospechoso.",bbva.es.personal-cuenta.info
https://bbva.soporte-web.info/login,1,Phishing BBVA + dominio fraudulento con keyword 'soporte-web' + TLD .info sospechoso.,bbva.soporte-web.info
https://corroes-ep.top/es,1,Phishing Correos España + dominio fraudulento con typo 'corroes' + ruta '/es' en castellano.,corroes-ep.top
https://lastbut-bc9a4f.ingress-florina.ewp.live/wp-admin/bbva/area_cliente/confirmacionMovil.html,1,Phishing BBVA + dominio fraudulento con subdominio ofuscado + ruta '/area_cliente/confirmacionMovil.html' en castellano.,lastbut-bc9a4f.ingress-florina.ewp.live
https://www.seguridadsabadell.com,1,Phishing Banco Sabadell + dominio fraudulento con keyword 'seguridad' + TLD .com.,seguridadsabadell.com
https://www.santander.com/es/home,0,,santander.com
https://www.bbva.com/es/,0,,bbva.com
https://portal.kutxabank.es/cs/Satellite/kb/es/particulares,0,,portal.kutxabank.es
https://www.cajamar.es/es/particulares/,0,,cajamar.es
https://www.cetelem.es/,0,,cetelem.es
https://www.wizink.es/,0,,wizink.es
https://www.myinvestor.es/,0,,myinvestor.es
https://mioficina.correos.es/es/es/login,0,,mioficina.correos.es
https://www.nacex.es/irSeguimiento.do,0,,nacex.es
https://gls-group.com/ES/es/recibir-paquetes/seguimiento-envio/,0,,gls-group.com
https://mygls.gls-spain.es/,0,,mygls.gls-spain.es
https://www.ups.com/track?loc=es_ES,0,,ups.com
https://wwwapps.ups.com/pickup/pending?loc=es_ES,0,,wwwapps.ups.com
https://account.microsoft.com/,0,,account.microsoft.com
https://www.office.com/login?es=UnauthClick,0,,office.com
https://myaccount.microsoft.com/,0,,myaccount.microsoft.com
https://admin.google.com/,0,,admin.google.com
https://www.google.com/appsstatus/dashboard/,0,,google.com
https://login.ionos.es/,0,,login.ionos.es
https://help.ovhcloud.com/csm/es-es/faq-support?id=kb_article_view&sysparm_article=KB0054565,0,,help.ovhcloud.com
https://www.githubstatus.com/,0,,githubstatus.com
https://gitlab.com/-/status,0,,gitlab.com
https://dashboard.stripe.com/login,0,,dashboard.stripe.com
https://www.binance.com/es/support,0,,binance.com
https://developers.binance.com/docs/wallet/others/system-status,0,,developers.binance.com
https://accounts.coinbase.com/signin?lang=es,0,,accounts.coinbase.com
https://status.coinbase.com/,0,,status.coinbase.com
https://www.kraken.com/es-es/sign-in,0,,kraken.com
https://support.kraken.com/hc/es,0,,support.kraken.com
https://academy.bit2me.com/es/,0,,academy.bit2me.com
https://sede.seg-social.gob.es/wps/portal/sede/sede/inicio,0,,sede.seg-social.gob.es
https://www.endesa.com/es/te-ayudamos/sobre-tu-factura/pagar-facturas,0,,endesa.com
https://www.mapfre.es/particulares/,0,,mapfre.es
https://www.lineadirecta.com/clientes/login.init.faces,0,,lineadirecta.com
https://cuenta.elcorteingles.es/,0,,cuenta.elcorteingles.es
https://www.elcorteingles.es/ayuda/,0,,elcorteingles.es
https://www.carrefour.es/servicios/entrega-recogida-pedidos.e,0,,carrefour.es
https://te-ayudamos.mediamarkt.es/,0,,te-ayudamos.mediamarkt.es
https://www.redsys.es/,0,,redsys.es
https://www.paypal.com/es/signin,0,,paypal.com
https://stripe.com/es-es/docs/payments,0,,stripe.com
https://status.aws.amazon.com/,0,,status.aws.amazon.com
https://www.cloudflarestatus.com/,0,,cloudflarestatus.com
https://status.azure.com/es-es/status,0,,status.azure.com
https://auth0.com/docs/get-started/authentication-and-authorization-flow,0,,auth0.com
https://developer.okta.com/docs/guides/implement-auth-code/overview/,0,,developer.okta.com
https://www.linkedin.com/help/linkedin,0,,linkedin.com
https://help.twitter.com/es,0,,help.twitter.com
https://labonkpostal-bcea5d.ingress-baronn.ewp.live/log-page/correos/recibir_paquete.php,1,"banca | correos | Smishing paquete | free_hosting;marca_en_path;spanish_token | score=18, signals=spanish_brand:ing;spanish_brand:correos;spanish_token:paquete;spanish_token:reci | confianza=90 (ruido=10%)",labonkpostal-bcea5d.ingress-baronn.ewp.live
https://servicio-baea8f.ingress-erytho.ewp.live/bbva/area_cliente/confirmacionmovil.html,1,"banca | bbva | Confirmación | free_hosting;marca_en_path;spanish_token | score=18, signals=spanish_brand:bbva;spanish_brand:ing;spanish_token:cliente;spanish_token:confirm | confianza=90 (ruido=10%)",servicio-baea8f.ingress-erytho.ewp.live
https://servicio-cliente-santdr-b8ca53.ingress-comporellon.ewp.live/santawithpinsansms/codigo_incorrecta.php,1,"banca | santander | Verificación | free_hosting;marca_en_path;spanish_token | score=17, signals=spanish_brand:ing;spanish_token:cliente;spanish_token:codigo;spanish_token:sms;s | confianza=90 (ruido=10%)",servicio-cliente-santdr-b8ca53.ingress-comporellon.ewp.live
http://0c4d4e6.wcomhost.com/banco-santander/particulares/iogin/home/sms_codigo.php,1,"banca | santander | Verificación | marca_en_path;spanish_token | score=16, signals=spanish_brand:santander;spanish_token:banco;spanish_token:particulares;spanish_t | confianza=90 (ruido=10%)",0c4d4e6.wcomhost.com
http://guyanemarketing.com/bancosantander.es/login/firma.php,1,"banca | santander | Login | marca_en_path;spanish_token | score=16, signals=spanish_brand:santander;spanish_brand:ing;spanish_token:login;spanish_token:banc | confianza=90 (ruido=10%)",guyanemarketing.com
http://particulares-bancosantander-es.tempurl.host/es/grupo/home/codigo_incorrecta.php,1,"banca | santander | Verificación | marca_en_path;spanish_token | score=16, signals=spanish_brand:santander;spanish_token:banco;spanish_token:particulares;spanish_t | confianza=90 (ruido=10%)",particulares-bancosantander-es.tempurl.host
https://santanfer-idition-bc6241.ingress-erytho.ewp.live/santawithpinsansms/particulares.php,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=16, signals=spanish_brand:ing;spanish_token:particulares;spanish_token:sms;spanish_token:pin | confianza=90 (ruido=10%)",santanfer-idition-bc6241.ingress-erytho.ewp.live
https://seguridad-gestion-b1032f.ingress-comporellon.ewp.live/bankinter/accounte.php?assure_nfpb=true&_pagelabel=as_login_page&connexioncompte_2actionevt=afficher&lieu.x=fr_8292263&5c3a199c596c759d80b05a7b5cc10434,1,"banca | bankinter | Login | free_hosting;marca_en_path;spanish_token | score=16, signals=spanish_brand:bankinter;spanish_brand:ing;spanish_token:login;spanish_token:segu | confianza=90 (ruido=10%)",seguridad-gestion-b1032f.ingress-comporellon.ewp.live
https://selricos-baf31d.ingress-baronn.ewp.live/santawithpinsansms/santawithpinsansms/particulares.php,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=16, signals=spanish_brand:ing;spanish_token:particulares;spanish_token:sms;spanish_token:pin | confianza=90 (ruido=10%)",selricos-baf31d.ingress-baronn.ewp.live
http://ing.es-accesospanel.info/loginon.php,1,"banca | ing | Login | marca_en_path;spanish_token | score=15, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:login;spanish_marker:.es;br | confianza=90 (ruido=10%)",ing.es-accesospanel.info
http://loc10cxixaayuodaaccesoae-b40361.ingress-florina.ewp.live/loca4/home/sms2.html,1,"banca | caixaBank | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:sms;brand_and_spanish_token | confianza=90 (ruido=10%)",loc10cxixaayuodaaccesoae-b40361.ingress-florina.ewp.live
https://autrasistema-ba63ea.ingress-earth.ewp.live/santander-dro/home/particulares.php,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:santander;spanish_brand:ing;spanish_token:particulares;brand_and_s | confianza=90 (ruido=10%)",autrasistema-ba63ea.ingress-earth.ewp.live
https://corss-1-aeab5e.ingress-erytho.ewp.live/nonew/santander/particulares.php,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:santander;spanish_brand:ing;spanish_token:particulares;brand_and_s | confianza=90 (ruido=10%)",corss-1-aeab5e.ingress-erytho.ewp.live
http://servicio-baffd6.ingress-bonde.ewp.live/bbva/area_cliente/index.php,1,"banca | bbva | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:bbva;spanish_brand:ing;spanish_token:cliente;brand_and_spanish_tok | confianza=90 (ruido=10%)",servicio-baffd6.ingress-bonde.ewp.live
https://initterbanhintteraceropo-b37a0e.ingress-comporellon.ewp.live/bnakinninter/smsone.php?assure_boba=false&_pagelabel=as_login_page&connexioncompte_2actionevt=afficher&lieu.x=fr_2332932&4e0da8dfc2e64abb9170d6a336ea5271,1,"banca | bankinter | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:ing;spanish_token:login;spanish_token:sms;brand_and_spanish_token_ | confianza=90 (ruido=10%)",initterbanhintteraceropo-b37a0e.ingress-comporellon.ewp.live
https://santa-ba27af.ingress-earth.ewp.live/acceso/cuenta/clients/login.php?%22santander%22,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:santander;spanish_brand:ing;spanish_token:acceso;spanish_token:log | confianza=90 (ruido=10%)",santa-ba27af.ingress-earth.ewp.live
