url,label,sector,entidad,notas,campaign,domain_complexity,domain_whitelist,trusted_token_context,host_entropy,infra_risk,brand_in_path,brand_match_flag
https://www.bbva.es/personas/ayuda/seguridad.html,0,banca,bbva,,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.es/personas/servicios/transferencias.html,0,banca,bbva,,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.es/personas/servicios/banca-online.html,0,banca,bbva,,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.es/personas/acceso/login.html,0,banca,bbva,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancosantander.es/particulares/prestamos/prestamo-personal,0,banca,santander,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancosantander.es/particulares/hazte-cliente,0,banca,santander,,,0.0,1,1,-0.0,0.0,0,0
https://www.santander.com/es/home,0,banca,santander,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancosantander.es/empresas/banca-online/seguridad-online,0,banca,santander,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancosantander.es/empresas/banca-online,0,banca,santander,,,0.0,1,1,-0.0,0.0,0,0
https://www.caixabank.es/particular/banca-digital/como-activar.html,0,banca,caixabank,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/tarifa-plana,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.caixabank.es/empresa/bancadistancia/bancadistancia_es.html,0,banca,caixabank,,,0.0,1,1,-0.0,0.0,0,0
https://www.ing.es/hazte-cliente,0,banca,ing,,,0.0,1,1,-0.0,0.0,0,0
https://www.openbank.es/en/current-account,0,banca,openbank,,,0.0,1,1,-0.0,0.0,0,0
https://www.openbank.es/,0,banca,openbank,,,0.0,1,1,-0.0,0.0,0,0
https://www.bankinter.com/banca/nav/atencion-cliente/elevar-reclamacion,0,banca,bankinter,,,0.0,1,1,-0.0,0.0,0,0
https://www.bankinter.com/banca/ayuda/agente-virtual,0,banca,bankinter,,,0.0,1,1,-0.0,0.0,0,0
https://www.bankinter.com/banca/banca-distancia-online,0,banca,bankinter,,,0.0,1,1,-0.0,0.0,0,0
https://www.bankinter.com/banca/contrata-tu-cuenta,0,banca,bankinter,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancsabadell.com/bsnacional/es/centro-de-ayuda/,0,banca,sabadell,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancsabadell.com/cs/Satellite/SabAtl/Volver-al-paso-anterior/GBS_Form_FA/1191332191487/1191345806389/es/,0,banca,sabadell,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancsabadell.com/bsnacional/es/particulares/tarjetas-bancarias/tarjeta-credito-classic/,0,banca,sabadell,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancsabadell.com/cs/Satellite/SabAtl/Que-hacemos-por-su-seguridad/6000020152359/en/,0,banca,sabadell,,,0.0,1,1,-0.0,0.0,0,0
https://www.bancsabadell.com/bsnacional/es/particulares/cuentas-bancarias/cuenta-online-sabadell/,0,banca,sabadell,,,0.0,1,1,-0.0,0.0,0,0
https://www.ing.es/sobre-ing/atencion-comercial-y-gestion-de-incidencias,0,banca,ing,,,0.0,1,1,-0.0,0.0,0,0
https://www.ing.es/cuentas-ing,0,banca,ing,,,0.0,1,1,-0.0,0.0,0,0
https://www.ing.es/cuenta-nomina-ing,0,banca,ing,,,0.0,1,1,-0.0,0.0,0,0
https://www.ing.es/contacto,0,banca,ing,,,0.0,1,1,-0.0,0.0,0,0
https://www.caixabank.es/particular/atencioclient/faqs/accesolo_faq1_es.html,0,banca,caixabank,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-light,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-premium,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-azul,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.amazon.es/gp/help/customer/display.html?nodeId=201819300,0,ecommerce,amazon espana,,,0.0,1,1,-0.0,0.0,0,0
https://www.lineadirecta.com/contacto,0,energia,linea directa,,,0.0,1,1,-0.0,0.0,0,0
https://www.mapfre.es/particulares/contacto/dar-parte-coche/,0,energia,mapfre,,,0.43939926960630044,0,-1,-0.0,0.0,0,0
https://www.endesa.com/es/te-ayudamos/gestiones-contratos/usuario-area-privada-endesa,0,energia,endesa,,,0.744200739377954,0,-1,-0.0,0.0,0,0
https://www.iberdrola.es/wclifral/alta/registro/identifica-contrato,0,energia,iberdrola,,,0.0,1,1,-0.0,0.0,0,0
https://www.iberdrola.es/informacion/ventajas-mi-area-cliente,0,energia,iberdrola,,,0.0,1,1,-0.0,0.0,0,0
https://www.lineadirecta.com/clientes/login.init.faces,0,energia,linea directa,,,0.0,1,1,-0.0,0.0,0,0
https://www.mapfre.es/particulares/,0,energia,mapfre,,,0.43939926960630044,0,-1,-0.0,0.0,0,0
https://www.endesa.com/es/te-ayudamos/sobre-tu-factura/pagar-facturas,0,energia,endesa,,,0.744200739377954,0,-1,-0.0,0.0,0,0
https://www.iberdrola.es/gestiones/facturacion/factura-electronica,0,energia,iberdrola,,,0.0,1,1,-0.0,0.0,0,0
https://sede.dgt.gob.es/es/,0,publico,dgt,,,0.6426379926907542,0,-1,1.5,0.0,0,0
https://sede.seg-social.gob.es/wps/portal/sede/tramites,0,publico,seguridad social,,,0.0,1,1,1.5,0.0,0,0
https://sede.seg-social.gob.es/wps/portal/sede/sede/inicio,0,publico,seguridad social,,,0.0,1,1,1.5,0.0,0,0
https://sede.agenciatributaria.gob.es/Sede/notificaciones-cotejo-documentos.html,0,publico,aeat,,,0.0,1,1,1.5,0.0,0,0
https://www.amazon.es/gp/your-account/order-history,0,ecommerce,amazon espana,,,0.0,1,1,-0.0,0.0,0,0
https://sede.agenciatributaria.gob.es/Sede/otros-servicios/cita-previa.html,0,publico,aeat,,,0.0,1,1,1.5,0.0,0,0
https://www.elcorteingles.es/ayuda/,0,ecommerce,el corte ingles,,,0.0,1,1,-0.0,0.0,0,0
https://help.twitter.com/es,0,redessociales,twitter,,,0.7349527402755393,0,-1,2.0,0.0,0,0
https://www.linkedin.com/help/linkedin,0,redessociales,linkedin,,,0.795583308135886,0,-1,-0.0,0.0,0,0
https://developer.okta.com/docs/guides/implement-auth-code/overview/,0,saas,okta,,,0.0,1,1,2.6416041678685938,0.0,0,0
https://auth0.com/docs/get-started/authentication-and-authorization-flow,0,saas,auth0,,,0.0,1,1,0.0,0.0,0,0
https://status.azure.com/es-es/status,0,saas,microsoft azure,,,0.0,1,1,1.9182958340544896,0.0,0,0
https://www.cloudflarestatus.com/,0,saas,cloudflare,,,0.0,1,1,-0.0,0.0,0,0
https://status.aws.amazon.com/,0,saas,amazon web services,,,0.0,1,1,2.197159723424149,0.0,0,0
https://stripe.com/es-es/docs/payments,0,saas,stripe espana,,,0.0,1,1,0.0,0.0,0,0
https://www.paypal.com/es/signin,0,saas,paypal espana,,,0.0,1,1,-0.0,0.0,0,0
https://www.redsys.es/,0,cripto,redsys espana,,,0.4129323798903841,0,-1,-0.0,0.0,0,0
https://www.netflix.com/es/,0,ecommerce,netflix (espana),,,0.0,1,1,-0.0,0.0,0,0
https://te-ayudamos.mediamarkt.es/,0,ecommerce,mediamarkt,,,0.0,1,1,3.2776134368191157,0.0,0,0
https://www.pccomponentes.com/login?srsltid=AfmBOorfZqVaf727e6g9_Jyeb18dbJUwQ2G5QeaDx7fbd_a0m1R21o44,0,ecommerce,pccomponentes,,,0.0,1,1,-0.0,0.0,0,0
https://www.carrefour.es/servicios/click-and-collect.e,0,ecommerce,carrefour espana,,,0.0,1,1,-0.0,0.0,0,0
https://www.carrefour.es/servicios/entrega-recogida-pedidos.e,0,ecommerce,carrefour espana,,,0.0,1,1,-0.0,0.0,0,0
https://cuenta.elcorteingles.es/,0,ecommerce,el corte ingles,,,0.0,1,1,2.584962500721156,0.0,0,0
https://www.bancosantander.es/particulares/atencion-cliente/ayuda-urgente,0,banca,santander,,,0.0,1,1,-0.0,0.0,0,0
https://academy.bit2me.com/es/,0,cripto,bit2me,,,0.7909268529193807,0,-1,2.521640636343318,0.0,0,0
https://www.kraken.com/es-es/sign-in,0,cripto,kraken,,,0.744200739377954,0,-1,-0.0,0.0,0,0
https://wwwapps.ups.com/pickup/pending?loc=es_ES,0,logistica,ups espana,,,0.3441806636931056,0,-1,1.8423709931771084,0.0,0,0
https://www.ups.com/track?loc=es_ES,0,logistica,ups espana,,,0.3441806636931056,0,-1,-0.0,0.0,0,0
https://www.dhl.com/es-es/ecommerce/home/private-shipments/customer-service/track-trace.html,0,logistica,dhl espana,,,0.3441806636931056,0,-1,-0.0,0.0,0,0
https://www.dhl.com/es-es/home/seguimiento.html,0,logistica,dhl espana,,,0.3441806636931056,0,-1,-0.0,0.0,0,0
https://mygls.gls-spain.es/,0,logistica,gls espana,,,0.8547346650820751,0,-1,2.321928094887362,0.0,0,0
https://gls-group.com/ES/es/recibir-paquetes/seguimiento-envio/,0,logistica,gls espana,,,0.0,1,1,0.0,0.0,0,0
https://www.nacex.es/s.do?exp=423234432&v=1DOJTCPJNO,0,logistica,nacex,,,0.4138078618152195,0,-1,-0.0,0.0,0,0
https://www.nacex.es/irFaqs.do,0,logistica,nacex,,,0.4138078618152195,0,-1,-0.0,0.0,0,0
https://www.nacex.es/irSeguimiento.do,0,logistica,nacex,,,0.4138078618152195,0,-1,-0.0,0.0,0,0
https://www.mrw.es/empresa_mensajeria_urgente/mrw_contacto_paqueteria.asp,0,logistica,mrw,,,0.33851157777620167,0,-1,-0.0,0.0,0,0
https://www.mrw.es/seguimiento/,0,logistica,mrw,,,0.33851157777620167,0,-1,-0.0,0.0,0,0
https://www.seur.com/miseur/mis-envios,0,logistica,seur,,,0.3869059498668641,0,-1,-0.0,0.0,0,0
https://www.seur.com/miseur/home,0,logistica,seur,,,0.3869059498668641,0,-1,-0.0,0.0,0,0
https://www.correos.es/es/es/herramientas/localizador/envios/detalle,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/atencion-al-cliente/tarifas,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://account.microsoft.com/,0,saas,microsoft,,,0.0,1,1,2.521640636343318,0.0,0,0
https://support.kraken.com/hc/es,0,cripto,kraken,,,0.744200739377954,0,-1,2.521640636343318,0.0,0,0
https://www.office.com/login?es=UnauthClick,0,saas,microsoft,,,0.0,1,1,-0.0,0.0,0,0
https://admin.google.com/,0,saas,google workspace,,,0.0,1,1,2.321928094887362,0.0,0,0
https://status.coinbase.com/,0,cripto,coinbase,,,0.8614263981872441,0,-1,1.9182958340544896,0.0,0,0
https://www.coinbase.com/es/learn,0,cripto,coinbase,,,0.8614263981872441,0,-1,-0.0,0.0,0,0
https://accounts.coinbase.com/signin?lang=es,0,cripto,coinbase,,,0.8614263981872441,0,-1,2.75,0.0,0,0
https://developers.binance.com/docs/wallet/others/system-status,0,cripto,binance,,,0.7904100072913001,0,-1,2.8464393446710154,0.0,0,0
https://www.binance.com/es/network,0,cripto,binance,,,0.7904100072913001,0,-1,-0.0,0.0,0,0
https://www.binance.com/es/price/bitcoin,0,cripto,binance,,,0.7904100072913001,0,-1,-0.0,0.0,0,0
https://www.binance.com/es/support/faq/list/7,0,cripto,binance,,,0.7904100072913001,0,-1,-0.0,0.0,0,0
https://www.binance.com/es/support,0,cripto,binance,,,0.7904100072913001,0,-1,-0.0,0.0,0,0
https://accounts.binance.com/es/register,0,cripto,binance,,,0.7904100072913001,0,-1,2.75,0.0,0,0
https://dashboard.stripe.com/login,0,saas,stripe,,,0.0,1,1,2.725480556997868,0.0,0,0
https://gitlab.com/-/status,0,saas,gitlab,,,0.0,1,1,0.0,0.0,0,0
https://www.githubstatus.com/,0,saas,github,,,0.0,1,1,-0.0,0.0,0,0
https://help.ovhcloud.com/csm/es-es/faq-support?id=kb_article_view&sysparm_article=KB0054565,0,saas,ovhcloud,,,0.8290398888580687,0,-1,2.0,0.0,0,0
https://login.ionos.es/,0,saas,ionos,,,0.0,1,1,2.321928094887362,0.0,0,0
https://www.google.com/appsstatus/dashboard/,0,saas,google workspace,,,0.0,1,1,-0.0,0.0,0,0
https://myaccount.microsoft.com/,0,saas,microsoft,,,0.0,1,1,2.94770277922009,0.0,0,0
https://www.bancosantander.es/particulares/banca-online/transferencias,0,banca,santander,,,0.0,1,1,-0.0,0.0,0,0
https://www.cajamar.es/es/empresas/,0,banca,cajamar,,,0.7262622471837431,0,-1,-0.0,0.0,0,0
https://pasarela.clave.gob.es/Proxy2/ServiceProvider,0,publico,clave,portal Cl@ve oficial,,0.7710331616604137,0,-1,2.4056390622295662,0.0,0,0
https://www.bancomediolanum.es/es-ES/la-banca-personal/,0,banca,bancomediolanum,portal Banco Mediolanum oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bancosantander.es/particulares,0,banca,bancosantander,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.movistar.es/area-cliente/mi-cuenta/,0,teleco,movistar,área de clientes Movistar oficial,,0.0,1,1,-0.0,0.0,0,0
https://m.vodafone.es/mves/login,0,teleco,vodafone,login Vodafone oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.ing.es/seguridad-internet,0,banca,ing,sección de seguridad oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.openbank.es/app-openbank,0,banca,openbank,app móvil oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.ing.es/,0,banca,ing,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.openbank.es/?toggleLogin&go-to-app=0,0,banca,openbank,login Openbank oficial,,0.0,1,1,-0.0,0.0,0,0
https://login.decathlon.net/sign-in,0,ecommerce,decathlon,login Decathlon oficial,,0.0,1,1,2.321928094887362,0.0,0,0
https://www.amazon.es/ap/signin,0,ecommerce,amazon,login Amazon oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.hbomax.com/es/es/sign-in,0,streaming,hbomax,login HBO Max oficial,,0.7909268529193807,0,-1,-0.0,0.0,0,0
https://www.orange.es/pago-facturas,0,teleco,orange,portal Orange facturas oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bancosantander.es/particulares/banca-online/apps/santander,0,banca,bancosantander,app móvil oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.es/personas.html#,0,banca,bbva,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.correosexpress.es,0,logistica,correosexpress,portal Correos Express oficial,,0.0,1,1,-0.0,0.0,0,0
https://walletconnect.network,0,cripto,walletconnect,portal WalletConnect oficial,,0.0,1,1,0.0,0.0,0,0
https://www.unicajabanco.es/es/particulares,0,banca,unicajabanco,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bmedonline.es,0,banca,bmedonline,portal Banco Mediolanum oficial,,0.0,1,1,-0.0,0.0,0,0
https://accounts.binance.com/es/login,0,cripto,binance,portal Binance oficial,,0.7904100072913001,0,-1,2.75,0.0,0,0
https://ver.flixole.com/log-in,0,streaming,flixole,login FlixOlé oficial,,0.7904100072913001,0,-1,1.584962500721156,0.0,0,0
https://www.bbva.es/nimbus/signin.html,0,banca,bbva,login BBVA oficial,,0.0,1,1,-0.0,0.0,0,0
https://bancaelectronica.abanca.com,0,banca,abanca,portal banca electrónica Abanca oficial,,0.6755884452888479,0,-1,3.1556390622295662,0.0,0,0
https://www.correos.es/es/es/herramientas/localizador/envios,0,logistica,correos,seguimiento/envíos oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.es/general/seguridad.html,0,banca,bbva,sección de seguridad oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.es/personas/banca-online,0,banca,bbva,portal banca online BBVA oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bancosantander.es/particulares/banca-online/seguridad-online,0,banca,bancosantander,sección de seguridad oficial,,0.0,1,1,-0.0,0.0,0,0
https://web.whatsapp.com,0,redessociales,whatsapp,WhatsApp Web oficial,,0.0,1,1,1.584962500721156,0.0,0,0
https://miyoigo.yoigo.com/login,0,teleco,yoigo,login Yoigo oficial,,0.38531113156193914,0,-1,2.2359263506290326,0.0,0,0
https://venta.renfe.com/vol/loginParticular.do,0,viajes,renfe,área cliente Renfe oficial,,0.38531113156193914,0,-1,2.321928094887362,0.0,0,0
https://www.iberia.com/es/iberiaplus/recuperar-password/,0,viajes,iberia,recuperación Iberia Plus oficial,,0.744200739377954,0,-1,-0.0,0.0,0,0
https://login.yahoo.com/,0,redessociales,yahoo,login Yahoo Mail oficial,,0.38531113156193914,0,-1,2.321928094887362,0.0,0,0
https://www.instagram.com/accounts/password/reset/,0,redessociales,instagram,reset password Instagram oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.correosexpress.es/es/herramientas/localizador-de-envios,0,logistica,correosexpress,seguimiento/envíos oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bancsabadell.com/bsnacional/es/particulares/servicios-de-banca-digital/,0,banca,bancsabadell,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.mutua.es/acceso-area-personal/#/login,0,seguros,mutua,oficina virtual Mutua Madrileña oficial,,0.3801487365932607,0,-1,-0.0,0.0,0,0
https://areadeclientes.mapfre.es,0,seguros,mapfre,área cliente Mapfre oficial,,0.43939926960630044,0,-1,3.0930692077718898,0.0,0,0
https://www.abanca.com/es/,0,banca,abanca,home bancaria oficial,,0.6755884452888479,0,-1,-0.0,0.0,0,0
https://mibp.es/es/welcome,0,energia,bp,portal BP oficial,,0.38176118541346477,0,-1,0.0,0.0,0,0
https://www.habbo.es,0,gaming,habbo,portal Habbo oficial,,0.3801487365932607,0,-1,-0.0,0.0,0,0
https://univia.unicajabanco.es,0,banca,unicajabanco,portal Unicaja oficial,,0.0,1,1,2.2516291673878226,0.0,0,0
https://www.ibercaja.es/banca-personal/,0,banca,ibercaja,portal Ibercaja oficial,,0.0,1,1,-0.0,0.0,0,0
https://wetransfer.com,0,saas,wetransfer,servicio WeTransfer oficial,,0.0,1,1,0.0,0.0,0,0
https://univia.unicajabanco.es/recuperar-clave/ayuda,0,banca,unicajabanco,soporte Unicaja oficial,,0.0,1,1,2.2516291673878226,0.0,0,0
https://www.ibercaja.es/particulares/cuentas-tarjetas/cuentas/cuenta-vamos/,0,banca,ibercaja,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.dgt.es/inicio/,0,publico,dgt,portal DGT oficial,,0.0,1,1,-0.0,0.0,0,0
https://univia.unicajabanco.es/login,0,banca,unicajabanco,login oficial clientes,,0.0,1,1,2.2516291673878226,0.0,0,0
https://sede.dgt.gob.es/es/otros-tramites/cita-previa/index.html,0,publico,dgt,sede electrónica DGT (trámites),,0.6426379926907542,0,-1,1.5,0.0,0,0
https://sede.dgt.gob.es/es/multas/pago-de-multas/,0,publico,dgt,sede electrónica DGT (trámites),,0.6426379926907542,0,-1,1.5,0.0,0,0
https://www.bancsabadell.com/bsnacional/es/empresas/,0,banca,bancsabadell,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://identidad.ibercaja.es/soporte/plataforma/identidad/api/v1/Account/Login,0,banca,ibercaja,login oficial clientes,,0.0,1,1,2.4193819456463714,0.0,0,0
https://www.dropbox.com/es_ES/login,0,saas,dropbox,login Dropbox oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.coinbase.com/es-es,0,cripto,coinbase,portal Coinbase oficial,,0.8614263981872441,0,-1,-0.0,0.0,0,0
https://www.mediamarkt.es/es/service/opciones-de-pago,0,ecommerce,mediamarkt,portal MediaMarkt oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.pccomponentes.com/login,0,ecommerce,pccomponentes,login PcComponentes oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.financieraelcorteingles.es/es/pago-de-recibos/,0,ecommerce,financieraelcorteingles,portal Financiera El Corte Inglés oficial,,0.0,1,1,-0.0,0.0,0,0
https://ing.ingdirect.es/pfm/#login,0,banca,ing,login oficial clientes,,0.8547346650820751,0,-1,1.584962500721156,0.0,0,0
https://help.coinbase.com/es-es,0,cripto,coinbase,centro de ayuda Coinbase oficial,,0.8614263981872441,0,-1,2.0,0.0,0,0
https://www.pass.carrefour.es/zona-cliente/,0,ecommerce,carrefour,zona cliente Carrefour oficial,,0.0,1,1,1.8423709931771084,0.0,0,0
https://www.unicismadrid.es,0,publico,unicismadrid,portal Universidad de Madrid oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.roblox.com/es/login,0,gaming,roblox,login Roblox oficial,,0.744200739377954,0,-1,-0.0,0.0,0,0
https://zoom.us/es/join,0,saas,zoom,página de reuniones Zoom oficial,,0.0,1,1,0.0,0.0,0,0
https://www.roblox.com/es/upgrades/robux?ctx=navpopover,0,gaming,roblox,portal Roblox oficial,,0.744200739377954,0,-1,-0.0,0.0,0,0
https://accounts.google.com/ServiceLogin?service=wise,0,saas,google,login Google oficial,,0.0,1,1,2.75,0.0,0,0
https://www.ing.es/sobre-ing/app.html,0,banca,ing,app móvil oficial,,0.0,1,1,-0.0,0.0,0,0
https://movil.bbva.es/apps/woody/index.html,0,banca,bbva,app móvil oficial,,0.0,1,1,2.321928094887362,0.0,0,0
https://www.ionos.es/ayuda/sitios-web-tiendas/comprar-mywebsite-now-y-mywebsite-creator/pagos/,0,saas,ionos,soporte IONOS oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.ionos.es/ayuda/mi-cuenta/gestionar-mis-datos-de-acceso-y-contrasenas/iniciar-sesion-en-ionos-login/,0,saas,ionos,login IONOS oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.digimobil.es/atencion-cliente,0,teleco,digimobil,portal Digi oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.bankinter.com/banca/nav/banca-personal,0,banca,bankinter,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://bit2me.com/es,0,cripto,bit2me,portal Bit2Me oficial,,0.7909268529193807,0,-1,0.0,0.0,0,0
