url,score_total,signals_detected,timestamp,scoring_version,is_ing_brand,reason_ing,signals_ing,foreign_flag,compromised_host_es,tld,spanish_brand_detected,spanish_token_count,es_signal_strong
http://bbvanuevomensaje.com/xyjflmda=/infodetarjeta.php?code-sms-valid_bbva_nfpb=true&_pagelabel=as_login_page&connexioncompte_2actionevt=afficher&lieu.x=es_sms-code',5,has_kw:tarjeta;spanish_brand:bbva;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,2,True
http://bbvatnotifica25.byethost17.com/pass.html?autt/amsuryeslaienfleinalaiyr/out??=23&i=2&i=1&i=1,6,spanish_brand:bbva;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://bbvatnotifica25.byethost17.com/pass.html?AUTT/AMSURYESLAIENFLEINALAIYR/OUT??=23&i=2&i=1&i=1,6,spanish_brand:bbva;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://caixabanki.temp.swtest.ru/caixa-vbvfinal/caixa-vbvfinal/home/espera.html,5,spanish_brand:caixabank;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,0,True
http://caixabank-online-banking.lowhost.ru/espace/79fvev8xxevx7132,6,spanish_brand:caixabank;spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,0,True
http://caixabank-online-banking.lowhost.ru/espace/79fvev8xxevx7222,6,spanish_brand:caixabank;spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,0,True
http://cdn-santander-areacliente.net/20/es/home/particulares.php,5,has_kw:cliente;spanish_brand:santander;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,net,True,1,True
http://clientiareabbva-es.com/es/login/mobile/3ntg3mda=/infodetarjeta.php?code-sms-valid_bbva_nfpb=true&_pagelabel=as_login_page&connexioncompte_2actionevt=afficher&lieu.x=es_sms-code',5,has_kw:tarjeta;spanish_brand:bbva;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,1,True
http://correos745.temp.swtest.ru/correo/correo/manage/?view=login&appidkey=fcd00c0656cc490&country=,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,1,True
http://correos-es.kuakuaqitan.cloud,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,cloud,True,1,True
http://correos-es-spexianas9553677.codeanyapp.com/swisscomspx/clients/username.php,6,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,1,True
http://correos-esxpress.tempurl.host/correos-esxpress.tempurl.host/es/recibir_paquete.php,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,host,True,2,True
http://correos-esxpress.tempurl.host/es/recibir_paquete.php,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,host,True,2,True
http://correosexpress.elementor.cloud/wp-content/plugins/pagomente/recibir_paquete.php,6,has_kw:pago;spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,cloud,True,2,True
http://correossma.temp.swtest.ru/correopin/correo/correo/manage/sms/index.html,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,1,True
http://correossma.temp.swtest.ru/correopin/correo/correo/manage/sms/sms2.html,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,1,True
http://correos-spain.tempurl.host/es/recibir_paquete.php,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,host,True,2,True
http://correossu2.temp.swtest.ru/correopin/correo/correo/manage/sms,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,1,True
http://correossu2.temp.swtest.ru/correopin/correo/correo/manage/sms/sms2.html,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,ru,True,1,True
http://correos-tracking.tempurl.host/es/recibir_paquete.php,6,spanish_brand:ing;spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,host,True,2,True
http://danielperezlegido.es/wp-content/themes/guava/inc/hooks/santander/santander,5,spanish_marker:.es;spanish_brand:santander;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,True,es,True,0,True
http://danielperezlegido.es/wp-content/themes/guava/inc/hooks/santander/santander/ea779b69299463c1dfa03e59d19e2563dc60960ea0350c6a049d096a64c94175e285cb31e5503608d01f93a8ff8ca13d,5,spanish_marker:.es;spanish_brand:santander;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,True,es,True,0,True
http://demo.rxhas.org/components/adminlte/es/correos/seleccione_medio_de_pago_codigo.php,5,has_kw:pago;spanish_brand:correos;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,org,True,1,True
http://demo.rxhas.org/components/AdminLTE/ES/Correos/Seleccione_medio_de_pago_codigo.php,5,has_kw:pago;spanish_brand:correos;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,org,True,1,True
http://empresasone-b96935.ingress-comporellon.ewp.live/santander/clients/login.php,6,spanish_brand:santander;spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,live,True,0,True
http://enceapp.santander.com.mx.serv90co.nernest.com/gggvwgssd/bbvwdfsdv/gvsvsveqds,6,spanish_brand:santander;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://eniacemig.santander.com.mx.sirenxe.com/vvswvwvdgfd/bswvesv/gvsvsveqds,6,spanish_brand:santander;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://envios-sinotrans-correos.com/seguimiento/pagomentaes/recibir_paquete.php,5,has_kw:pago;spanish_brand:correos;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,2,True
http://gestaoclientesantander.com,5,has_kw:cliente;spanish_brand:santander;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,1,True
http://go.vpscairo.com/vpscairo_files/core/ess/bienvenido%20a%20correos.es%20-%20el%20portal%20online%20de%20correos.html,6,spanish_marker:.es;spanish_brand:correos;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,1,True
http://guyanemarketing.com/login.php/santandertotta.pt/santandertotta/?ref=92173472233585406934628659795254571828052401942645008873842478826018913164369523034921215553446057949365792645058451572128563178963809479644150095152475876545678909876543567890%c2%b09876545678,5,spanish_brand:santander;spanish_brand:ing;spanish_whitelist_match:8563;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://guyanemarketing.com/login.php/santandertotta.pt/santandertotta/?ref=92173472233585406934628659795254571828052401942645008873842478826018913164369523034921215553446057949365792645058451572128563178963809479644150095152475876545678909876543567890%C2%B09876545678,5,spanish_brand:santander;spanish_brand:ing;spanish_whitelist_match:8563;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://guyanemarketing.com/login.php/santandertotta.xn--pt/santandertotta/?ref=341403200117400317027602928810554695025047887818620381583475520090592106895577449578636083546645705916605162907865639237691366837339909525816593056980758765456789098765435678909876545678-yni,5,spanish_brand:santander;spanish_brand:ing;spanish_whitelist_match:7691;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://hiringindia.com/pr/actualizar-informacion/accesso/2b960/acceso-clientes,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://hiringindia.com/pr/Actualizar-informacion/accesso/2b960/acceso-clientes,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://hiringindia.com/pr/actualizar-informacion/accesso/2b960/acceso-clientes/firma.php?gqbp-lj7fkzdw2ps4qb1fblrtfxbxk3tqtff:fonu9m85-oxytyzueafg4vdgsojmod14spsnyoved3dg2cagnpwsla8dysa,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://hiringindia.com/pr/Actualizar-informacion/accesso/2b960/acceso-clientes/firma.php?GQbP-lJ7fKZDW2pS4qB1fBLrTFXBXK3tqTFf:fonu9m85-oxYtYzueafG4VDGSoJmOD14SpsnyOvEd3DG2cagnpWslA8dYSA,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://hiringindia.com/pr/actualizar-informacion/accesso/2b960/acceso-clientes/sms_e.php?yetv-aaeyzy6thpidolhfzcqukvfbsvarjen:ko1in0pg-hooud9ct9pjeaeulhpw89awtpxmcybtp0ikesxxcmggwvbicae,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://hiringindia.com/pr/Actualizar-informacion/accesso/2b960/acceso-clientes/sms_e.php?YetV-AaEYZY6ThpIdOLHfZCQukvfBsvarJEn:kO1iN0pG-hOouD9cT9PJEaeULHpW89AwtpxMcybTP0ikEsxxCmggwvbicAe,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://hiringindia.com/pr/actualizar-informacion/accesso/2b960/acceso-clientes/sms.php?pm2d-zkif7dbev16fbe56fx2s6fajdaz2x1g:6lymtcn7-ioex0t2780907pbq3mp6kqmrcvd57adqzrnzlq7tqgux56n8sn,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://hiringindia.com/pr/Actualizar-informacion/accesso/2b960/acceso-clientes/sms.php?Pm2d-zKiF7DBev16fBE56fX2S6FAjdaZ2x1g:6LyMTcn7-IoeX0T2780907PBq3Mp6kqmrcVd57AdQZrNZlQ7tQguX56n8SN,6,has_kw:cliente;has_kw:acceso;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:hiringindia;treated_as_false_positive_ing,False,False,com,False,2,True
http://il-5f5278.ingress-florina.ewp.live/bankinter/clients/sfgw73.php?verification,5,spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,live,True,0,True
http://la-poste-2-d38c73.ingress-baronn.ewp.live/wp-content/plugins/correos-jdida,6,spanish_brand:ing;spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,live,True,1,True
http://lbbvanetcash.mx-ingreso-2i.casa,6,spanish_brand:bbva;spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,casa,True,0,True
http://lbbvanetcash.mx-ingreso-2i.casa/local_pibee/login_pibee.php,6,spanish_brand:bbva;spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,casa,True,0,True
http://mysantander.pages.dev,6,spanish_brand:santander;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,dev,True,0,True
http://oficinacorreos.page.link/es,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,link,True,1,True
http://paginacorreos.page.link/es,5,spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,link,True,1,True
http://pagos-correos-del.tempurl.host/es/manage/?view=login&appidkey=fcd00c0656cc490&country=,6,has_kw:pago;spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,host,True,1,True
http://particulares-bancosantander-es.tempurl.host/es/grupo/home/codigo_incorrecta.php,5,spanish_brand:santander;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,host,True,1,True
http://particulares-santanderes.10web.site/wp-includes/xzll3dlyi93cc1sa/orange/customer_center/customer-idpp00c168/login.php,6,spanish_brand:santander;spanish_brand:orange;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,site,True,0,True
http://particulares-santanderes.10web.site/wp-includes/XZlL3dlYi93cC1sa/orange/customer_center/customer-IDPP00C168/login.php,6,spanish_brand:santander;spanish_brand:orange;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,site,True,0,True
http://particulares-santanderes.10web.site/wp-includes/xzll3dlyi93cc1sa/orange/customer_center/customer-idpp00c638/login.php,6,spanish_brand:santander;spanish_brand:orange;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,site,True,0,True
http://particulares-santanderes.10web.site/wp-includes/XZlL3dlYi93cC1sa/orange/customer_center/customer-IDPP00C638/login.php,6,spanish_brand:santander;spanish_brand:orange;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,site,True,0,True
http://postaitsezioneregistro.freewebhostmost.com/Correos/es,6,spanish_brand:correos;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,1,True
http://privada-ciberseguridad-santander.duckdns.org,5,has_kw:seguridad;spanish_brand:santander;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,org,True,1,True
http://reregistering-devices.com/santander,5,spanish_brand:santander;spanish_brand:ing;brand_plus_spanish_token;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
http://review.santander.online.confaddress-294325.com/sa,6,spanish_brand:santander;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0536dd8.wcomhost.com/caixabank/particulares_es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://05411bd.wcomhost.com/caixabank/particulares_es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://05411bd.wcomhost.com/Caixabank/particulares/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://055f626.wcomhost.com/Caixabank/particulares_es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0560db8.wcomhost.com/Caixabank/particulares_es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0560db8.wcomhost.com/Caixabank/particulares_es/home/Espera2.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0560db8.wcomhost.com/Caixabank/particulares_es/home/Espera.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0560db8.wcomhost.com/Caixabank/particulares_es/home/Forma.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0568ab8.wcomhost.com/caixabank/particulares_es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0640f75.wcomhost.com/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://064f211.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://064f211.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home/CaixaBank1/particular/GPeticionesPN/tel.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://064f211.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home/Espera.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0656014.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://065772b.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home/Espera2.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://065c52b.wcomhost.com/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://065cd09.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0674b9c.wcomhost.com/CaixaBank/particular/GPeticionesPN/Es/home/Espera.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://067b8fe.wcomhost.com/CaixaBank/particular/GPeticionesPN/Es/home/index2.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0680733.wcomhost.com/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://06874e4.wcomhost.com/es/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://08460eb.wcomhost.com/CaixaBank1/particular/GPeticionesPN,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://08460eb.wcomhost.com/CaixaBank1/particular/GPeticionesPN/tel.html,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0ec50dc.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://0ec9f38.wcomhost.com/caixanew/caixanew/CaixaBank/particular/GPeticionesPN/Es/home,6,spanish_brand:caixabank;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,com,True,0,True
https://2022-bdaef4.ingress-earth.ewp.live/correos/Recibir_paquete.php,6,spanish_brand:ing;spanish_brand:correos;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False,live,True,2,True
