url,domain,score_total_v2,signals_v2,sector,entidad,inclusion,notas
http://correos-esxpress.tempurl.host/correos-esxpress.tempurl.host/es/recibir_paquete.php,correos-esxpress.tempurl.host,15,spanish_brand:correos;spanish_token:paquete;spanish_token:recibir;spanish_hosting:tempurl.host;brand_and_spanish_token_boost;path_verification_tokens:recibir;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://correos-spain.tempurl.host/es/recibir_paquete.php,correos-spain.tempurl.host,15,spanish_brand:correos;spanish_token:paquete;spanish_token:recibir;spanish_hosting:tempurl.host;brand_and_spanish_token_boost;path_verification_tokens:recibir;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://dhl.mpinsureit.com/dhl/torsion/pages/billing.php,dhl.mpinsureit.com,13,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;brand_in_subdomain;brand_global_tld_boost;shortener_spain;english_term_in_path,,,,
http://dinamicaenlineatusucursal.com/verificacion/estado/ingreso/proceso/estimado/sucarsal,dinamicaenlineatusucursal.com,12,spanish_brand:ing;spanish_token:verificacion;spanish_token:verificacion;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:verificacion;brand_global_tld_boost,,,,
http://drbazpingk.co.vu/safety_information.html,drbazpingk.co.vu,12,spanish_brand:ing;spanish_token:forma;spanish_token:pin;brand_and_spanish_token_boost;path_verification_tokens:forma;brand_in_subdomain;ing_false_positive;ing_path_exception;fuzzy_whitelist_match:uco.es:80,,,,
http://e43b6d145e2734238.temporary.link/6ezg47ezh8f65z49r8edmprscnbebc/e6g5rh48ae65frefneznzjdizpeprgr/tracking-number/de/fedex-waiting-information01.html,e43b6d145e2734238.temporary.link,12,spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://email-nofitications.com/freight-shipping/global-forwarding/tracking/index1.html?filename=dhl.html&alt=media&token=033982e3-60ca-457e-b182-18a03119de12&data=a2f5yubtdxnldw1vzmljzwnyzwftlmnvbq==&subf=transport-label.pdf&file=waybill.pdf.html,email-nofitications.com,13,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;spanish_token:token;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
http://empresasone-b96935.ingress-comporellon.ewp.live/santander/clients/login.php,empresasone-b96935.ingress-comporellon.ewp.live,14,spanish_brand:santander;spanish_brand:ing;spanish_token:login;brand_and_spanish_token_boost;brand_in_path:santander;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern;english_term_in_path,,,,
http://envios-sinotrans-correos.com/seguimiento/pagomentaes/recibir_paquete.php,envios-sinotrans-correos.com,12,spanish_brand:correos;spanish_token:pago;spanish_token:envio;spanish_token:paquete;spanish_token:recibir;brand_and_spanish_token_boost;path_verification_tokens:recibir;brand_global_tld_boost,,,,
http://fornitecompetition.com/netflix.update.informations.clientlogin/p/directing/www2.scotiaonline.scotiabank.com/online/authentication/mfaauth.html,fornitecompetition.com,12,spanish_brand:ing;spanish_token:login;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;brand_global_tld_boost,,,,
http://freelancer-blog-b72d03.ingress-earth.ewp.live/formatin/bzihbes/en/login.php,freelancer-blog-b72d03.ingress-earth.ewp.live,15,spanish_brand:ing;spanish_token:login;spanish_token:forma;brand_and_spanish_token_boost;path_verification_tokens:forma;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
http://frejaiversen5441ejaxrqliqlbn9zce-b14e92.ingress-daribow.ewp.live/avj9mtqc18ja5ds3lwymcov372430dt8q5h7anyk/k9odu1y0lsh63swz3h40a0j5pqr95mn0tc42gwdh/qyld2c5fvsmsgalur169,frejaiversen5441ejaxrqliqlbn9zce-b14e92.ingress-daribow.ewp.live,14,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
http://fund50.larche360.com/shipping/document/dhl/ps8uyfz9ilgesle5fe5d59tv27524e5d5582cfb0ee5b91de81c038c5.php?email=,fund50.larche360.com,12,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
http://gefelderbrigittecampingrntens854-9745ef.ingress-erytho.easywp.com/romanischene65775/mmmehhn2mkyxqafvfprmeuw7b3yab8ya/qyld2c5fvsmsgalur224,gefelderbrigittecampingrntens854-9745ef.ingress-erytho.easywp.com,12,spanish_brand:ing;spanish_token:sms;spanish_token:pin;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;brand_global_tld_boost;ing_false_positive;ing_path_exception,,,,
http://globaltokenx.com/com/imgs/banking/new-secure/48ab9e1d80261cc325fe38b81d7d3656/secauthinformation.php,globaltokenx.com,12,spanish_brand:ing;spanish_token:forma;spanish_token:token;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;brand_global_tld_boost,,,,
http://gouassou.000webhostapp.com/loading/cc_verif/loading/orange/sms,gouassou.000webhostapp.com,12,spanish_brand:ing;spanish_brand:orange;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;brand_global_tld_boost,,,,
http://go.vpscairo.com/vpscairo_files/core/ess/bienvenido%20a%20correos.es%20-%20el%20portal%20online%20de%20correos.html,go.vpscairo.com,12,spanish_brand:correos;spanish_token:portal;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_path:correos;brand_global_tld_boost;english_term_in_path;spanish_whitelist_match:correos.es,,,,
http://grupobankintere.com/acces/clientes/a003d5436f4188dd1e668fa476704fc9/bk/smsone.php?assure_boba=false&_pagelabel=as_login_page&connexioncompte_2actionevt=afficher&lieu.x=fr_2561985&9e0d5751b8bf8fc0b9f7488a13b957a8,grupobankintere.com,12,spanish_brand:bankinter;spanish_token:cliente;spanish_token:clientes;spanish_token:login;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_global_tld_boost,,,,
http://guyanemarketing.com/bancosantander.es/login/firma.php,guyanemarketing.com,16,spanish_brand:santander;spanish_brand:ing;spanish_token:login;spanish_token:banco;spanish_token:firma;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_path:santander;brand_global_tld_boost;spanish_whitelist_match:bancosantander.es,,,,
http://hiringindia.com/pr/actualizar-informacion/accesso/2b960/acceso-clientes,hiringindia.com,12,spanish_brand:ing;spanish_token:cliente;spanish_token:clientes;spanish_token:acceso;spanish_token:forma;brand_and_spanish_token_boost;path_verification_tokens:forma;brand_global_tld_boost;ing_false_positive;ing_path_exception,,,,
http://hymacenergy.com/shipping/dhlauto,hymacenergy.com,12,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
http://ing-banco.es.swtest.ru/ing/ing/sms_code_error.php,ing-banco.es.swtest.ru,12,spanish_brand:ing;spanish_token:banco;spanish_token:sms;spanish_marker:.es;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain,,,,
http://ing.es-accesospanel.info/loginon.php,ing.es-accesospanel.info,15,spanish_brand:ing;spanish_token:acceso;spanish_token:login;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;spanish_whitelist_match:ing.es,,,,
http://kiddofeedo.com/vip/images/gruposantander/home/sms_codigo,kiddofeedo.com,12,spanish_brand:santander;spanish_token:codigo;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:santander;path_verification_tokens:sms;brand_global_tld_boost,,,,
http://krl3uh.webwave.dev/lib/krl3uh/dhl-shiping-lh6twdae.html,krl3uh.webwave.dev,15,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://link467589.000webhostapp.com/invoice/maersk%20shipping_grabber_update/login.php,link467589.000webhostapp.com,12,spanish_brand:ing;spanish_token:login;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
http://loc10cxixaayuodaaccesoae-b40361.ingress-florina.ewp.live/loca4/home/sms2.html,loc10cxixaayuodaaccesoae-b40361.ingress-florina.ewp.live,15,spanish_brand:ing;spanish_token:acceso;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
http://loc2.caixabank.es.ay-min.az/gpeticiones;weblogicsession/lacaixa/home/codigo.html,loc2.caixabank.es.ay-min.az,13,spanish_brand:caixabank;spanish_token:codigo;spanish_marker:.es;brand_and_spanish_token_boost;path_verification_tokens:codigo;brand_in_subdomain;spanish_whitelist_match:caixabank.es,,,,
http://loc4.caixabank.es.gpeticiones.weblogicsession.ay-min.az/lacaixa/home/codigo.html,loc4.caixabank.es.gpeticiones.weblogicsession.ay-min.az,13,spanish_brand:caixabank;spanish_token:codigo;spanish_marker:.es;brand_and_spanish_token_boost;path_verification_tokens:codigo;brand_in_subdomain;spanish_whitelist_match:caixabank.es,,,,
http://loc52.caixabank.es.lacaixa.actualizar.information.ay-min.az/soporte-directonow/home/codigo.html,loc52.caixabank.es.lacaixa.actualizar.information.ay-min.az,14,spanish_brand:caixabank;spanish_token:forma;spanish_token:codigo;spanish_marker:.es;brand_and_spanish_token_boost;path_verification_tokens:codigo;brand_in_subdomain;spanish_whitelist_match:caixabank.es,,,,
"http://loginacces.nw.r.appspot.com/c:/users/user/downiohttps,phishing,openphish.com",loginacces.nw.r.appspot.com,12,spanish_brand:ing;spanish_token:login;spanish_hosting:appspot.com;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;shortener_spain;english_term_in_path,,,,
http://login-dhl.web.app/hmrc.uk-id/banks/online.citi.eu,login-dhl.web.app,13,spanish_brand:dhl;spanish_token:login;spanish_hosting:web.app;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context;english_term_in_path,,,,
http://login-microsoft-office365.df.r.appspot.com/*krollins@jumptrading.com__,login-microsoft-office365.df.r.appspot.com,12,spanish_brand:ing;spanish_token:login;spanish_hosting:appspot.com;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;shortener_spain;english_term_in_path,,,,
http://login-wells-center.site/mobile/checkingpin.php,login-wells-center.site,13,spanish_brand:ing;spanish_token:login;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context;ing_false_positive;ing_path_exception,,,,
http://lokingmy.000webhostapp.com/u.s/bank/online/login/now/information.php,lokingmy.000webhostapp.com,12,spanish_brand:ing;spanish_token:login;spanish_token:forma;brand_and_spanish_token_boost;path_verification_tokens:forma;brand_in_subdomain;brand_global_tld_boost;ing_false_positive;ing_path_exception,,,,
http://loveysplace.com/ingdirect.es/02298/sms.html,loveysplace.com,13,spanish_brand:ing;spanish_token:sms;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;brand_global_tld_boost,,,,
http://ltnbnb.xyz/index/index/hangqing/token,ltnbnb.xyz,12,spanish_brand:ing;spanish_token:token;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:token;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://magento-421793-1325519.cloudwaysapps.com/ing%20-%20banco%20online%20sin%20comisiones12/sms.html,magento-421793-1325519.cloudwaysapps.com,12,spanish_brand:ing;spanish_token:banco;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;brand_global_tld_boost,,,,
http://mail.correos.18-192-194-2.cprapid.com/sms-error.php,mail.correos.18-192-194-2.cprapid.com,14,spanish_brand:correos;spanish_token:sms;spanish_hosting:cprapid.com;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;brand_global_tld_boost;suspicious_host,,,,
http://mooneygroup-it.builderallwppro.com/correos/recibir_paquete.php,mooneygroup-it.builderallwppro.com,12,spanish_brand:correos;spanish_token:paquete;spanish_token:recibir;brand_and_spanish_token_boost;brand_in_path:correos;path_verification_tokens:recibir;brand_global_tld_boost,,,,
http://mydhl-global-express.ch.asianbucate.ro/my-shopping-basket.php,mydhl-global-express.ch.asianbucate.ro,12,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_in_subdomain,,,,
http://mydhl-international-express-app.au.igovsp.net/my-shopping-cart.php?client=6kaj1d0ou285ty7qepix94vbzgclhrnsfm3w,mydhl-international-express-app.au.igovsp.net,14,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_in_subdomain;brand_global_tld_boost,,,,
http://navy-liveeeee-start-confirmation-us.preview-domain.com/logon/singin/web/login.php?web/auth/signon,navy-liveeeee-start-confirmation-us.preview-domain.com,13,spanish_brand:ing;spanish_token:login;spanish_token:firma;spanish_hosting:preview-domain.com;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;suspicious_host;ing_false_positive;ing_path_exception,,,,
http://newprojectdocument.uc.r.appspot.com/accessed11/index.html?common=oauth2.authorize?client_id=4345a7b9-9a63-4910-a426-35363201d503&amp;redirect_uri=https:/www.office.com/landing&amp;response_type=code%20id_token&amp;scope=openid%20profile&amp;response_mode=form_post&amp;state=hssk1r06r3vcndovbrefa528uv4bzyhkpj4l2fybxyvux6quftmyg1e-itkfep3ck7by5uz_ngkjobu_6jfuttuyrgapyetu0abvh0-sue-lxyvnzkgdxrzqak7pr8tisqptcbsk1jb1njenonce=6371459691255120.m2e3yzczogqtntjmzi00yznkltkxndmtndlkogrhmdljzddimtqxm2izndgtmguwni00zjk5ltgzmgytzdhlogezymvlmdnk&amp;ui_locales=en-us&amp;mkt=en-us&amp;client-request-id=5f3bc0b1-d846-4f49-b5bc-73270dc49e37&amp;8_6grndq15jfd7iamqdh4zt8pt4ij08_egk3yhjlzzhqsesctu45tcod3ve-pxyf_thfeuz1vddpkadtpsoy1cngjusacynlos6bzrh5dr35yqor3oi1pjvn5vrm_50ryl_izeca&amp;x-client-sku=id_netstandard2_0&amp;x-client-ver=6.2.0.0,newprojectdocument.uc.r.appspot.com,12,spanish_brand:ing;spanish_brand:dgt;spanish_brand:dhl;spanish_token:token;spanish_hosting:appspot.com;brand_and_spanish_token_boost;brand_global_tld_boost;shortener_spain;english_term_in_path,,,,
http://ngievsm.beget.tech/icl/ingbanco.es/ing_n/4c95e/code/num/confirmacionmovil.php,ngievsm.beget.tech,12,spanish_brand:ing;spanish_token:confirmacion;spanish_token:banco;spanish_token:movil;spanish_token:firma;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_path:ing,,,,
http://nuevaentrega-b527a7.ingress-earth.ewp.live/amazon,nuevaentrega-b527a7.ingress-earth.ewp.live,12,spanish_brand:ing;spanish_token:entrega;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
http://office365-login-outlook.el.r.appspot.com/krollins@jumptrading.com__,office365-login-outlook.el.r.appspot.com,12,spanish_brand:ing;spanish_token:login;spanish_hosting:appspot.com;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;shortener_spain;english_term_in_path,,,,
http://oficinacorreos.page.link/es,oficinacorreos.page.link,14,spanish_brand:correos;spanish_token:oficina;spanish_hosting:page.link;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;shortener_spain,,,,
http://oliveiramelo.xyz/%22%c2%a3$%25%5e&0(*&%c2%a3$%25623$%25745%c2%a32%c2%a3$5%5e7*534%22%c2%a3$/academy1bbcae8133647popopurchasing-paulratcliffe&performanceelectrical-approval-es001sharein60060scanapplication21660060102457i2e9ae8133647j69i60j69i57j69i60l33666j0j7&sourceidv,oliveiramelo.xyz,12,spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://orangefacturation.is-certified.com/esim/phishing%20page,orangefacturation.is-certified.com,12,spanish_brand:ing;spanish_brand:orange;spanish_token:factura;brand_and_spanish_token_boost;brand_in_path:ing;brand_in_subdomain;brand_global_tld_boost,,,,
http://orchestrasinfonicaguidodarezzo.com/100-club/bonus/dc/dc/billinginformation.php?section=cardmembersvcs/loginlogout/app/signin,orchestrasinfonicaguidodarezzo.com,12,spanish_brand:ing;spanish_token:login;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;brand_global_tld_boost;ing_false_positive;ing_path_exception,,,,
http://oroma-42f59.web.app/login/billingaddress.php,oroma-42f59.web.app,13,spanish_brand:ing;spanish_token:login;spanish_hosting:web.app;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context;english_term_in_path;ing_false_positive;ing_path_exception,,,,
http://otpbankdirekt.com/portalen-otp-direktlogin/sustainability_legal-portal-parcela_geral-viewinvoice-commissioning-customsvsh160364321396_20210201-virtual_pe-id_url.html=32771b6ef29cf470456286ec0f396929/select,otpbankdirekt.com,12,spanish_brand:ing;spanish_token:login;spanish_token:portal;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;shortener_spain,,,,
http://p-ac5c43.ingress-erytho.ewp.live/help-center/0a78ea44b3a318597f8940a6407b48af/?token=519b8b72c1e458accef78bad4a236896e65b423348055def57ff540e8fc3652284718f0be07e98a69370371295c111b7375ea4144181bb51c9267922a3d0583b,p-ac5c43.ingress-erytho.ewp.live,12,spanish_brand:ing;spanish_token:token;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
http://pagos-correos-del.tempurl.host/es/manage/?view=login&appidkey=fcd00c0656cc490&country=,pagos-correos-del.tempurl.host,14,spanish_brand:correos;spanish_token:pago;spanish_token:pagos;spanish_token:login;spanish_hosting:tempurl.host;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://panela-antiaderente-panela.tk/produtos/shopping/?cart=mjkzmdiymjg=,panela-antiaderente-panela.tk,12,spanish_brand:ing;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://particulares-bancosantander-es.tempurl.host/es/grupo/home/codigo_incorrecta.php,particulares-bancosantander-es.tempurl.host,16,spanish_brand:santander;spanish_token:banco;spanish_token:particulares;spanish_token:codigo;spanish_hosting:tempurl.host;brand_and_spanish_token_boost;path_verification_tokens:codigo;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://php-salmon-parrot-n0tyan6x907918.codeanyapp.com/done/singtel/mobile-refunde73gebxni/10aac37d62f8406e0d59c69bea2eb701/smserror.php,php-salmon-parrot-n0tyan6x907918.codeanyapp.com,14,spanish_brand:ing;spanish_token:sms;spanish_hosting:codeanyapp.com;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;brand_global_tld_boost;suspicious_host;ing_false_positive;ing_path_exception,,,,
http://pluggy53.servehttp.com/shipping/dhl00000002018img01/dhl00000002018img01/dhlaej3di/dhl3di,pluggy53.servehttp.com,12,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
http://pochtarefund-xeq0uz.aakkp.xyz/ing/sms.html,pochtarefund-xeq0uz.aakkp.xyz,12,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://pochtarefund-xeq0v5.ah-link.top/login/shippingdoc.htm,pochtarefund-xeq0v5.ah-link.top,13,spanish_brand:ing;spanish_token:login;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context;ing_false_positive;ing_path_exception,,,,
http://pochtarefund-xeq0vb.aakly.xyz/acces-inges-20200104-t452/f3200/sms.html,pochtarefund-xeq0vb.aakly.xyz,12,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://pochtarefund-xeq10z.aakmy.xyz/dhl/dhl/dhl-shipping-0043156.html,pochtarefund-xeq10z.aakmy.xyz,13,spanish_brand:ing;spanish_brand:dhl;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://portail02-d23348.ingress-erytho.ewp.live/activa-tion/messageriethv/orange02/5952cb07348fdf6/login.php,portail02-d23348.ingress-erytho.ewp.live,14,spanish_brand:ing;spanish_brand:orange;spanish_token:login;brand_and_spanish_token_boost;brand_in_path:orange;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern;english_term_in_path,,,,
