campaign,categoria,confianza,confidence,dataset_split,domain,entidad,free_hosting,inclusion,is_https,label,matched_target,notas,route_type,ruido,score_total_v2,sector,sector_norm,source,timestamp,url,url_norm,domain_complexity,host_entropy,domain_whitelist_score,suspicious_path_token,token_density,trusted_token_context,infra_risk,fake_tld_in_subdomain_or_path,param_count_boost,subdomain,tld,path
,,,95.0,,kutxabank.es,Kutxabank,0.0,,1.0,0,,,home-particulares,,,Banca,,manual,2025-10-22,https://portal.kutxabank.es/cs/Satellite/kb/es/particulares,https://portal.kutxabank.es/cs/satellite/kb/es/particulares,0.5135255328219499,0.3231203125901445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,portal,es,/cs/satellite/kb/es/particulares
,,,90.0,,unicajabanco.es,Unicaja Banco,0.0,,1.0,0,,,producto-hipoteca,,,Banca,,manual,2025-10-22,https://www.unicajabanco.es/es/particulares/hipotecas-y-prestamos/hipotecas,https://www.unicajabanco.es/es/particulares/hipotecas-y-prestamos/hipotecas,0.5638043868249615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/es/particulares/hipotecas-y-prestamos/hipotecas
,,,90.0,,unicajabanco.es,Unicaja Banco,0.0,,1.0,0,,,empresas-autonomos,,,Banca,,manual,2025-10-22,https://www.unicajabanco.es/es/empresas-y-autonomos,https://www.unicajabanco.es/es/empresas-y-autonomos,0.5638043868249615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/es/empresas-y-autonomos
,,,95.0,,unicajabanco.es,Unicaja Banco,0.0,,1.0,0,,,banca-digital,,,Banca,,manual,2025-10-22,https://www.unicajabanco.es/es/banca-digital,https://www.unicajabanco.es/es/banca-digital,0.5638043868249615,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,www,es,/es/banca-digital
,,,90.0,,abanca.com,ABANCA,0.0,,1.0,0,,,banca-personal,,,Banca,,manual,2025-10-22,https://www.abanca.com/es/banca-personal/,https://www.abanca.com/es/banca-personal,0.439915808544328,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,0.0,www,com,/es/banca-personal/
,,,90.0,,kutxabank.es,Kutxabank,0.0,,1.0,0,,,banca-movil,,,Banca,,manual,2025-10-22,https://portal.kutxabank.es/cs/Satellite/kb/es/particulares/productos/banca-omnicanal/banca-movil-/pys,https://portal.kutxabank.es/cs/satellite/kb/es/particulares/productos/banca-omnicanal/banca-movil-/pys,0.5135255328219499,0.3231203125901445,0.0,0.0,0.0743801652892562,0.0,0.0,0.0,0.0,portal,es,/cs/satellite/kb/es/particulares/productos/banca-omnicanal/banca-movil-/pys
,,,95.0,,myinvestor.es,MyInvestor,0.0,,1.0,0,,,home,,,Banca,,manual,2025-10-22,https://www.myinvestor.es/,https://www.myinvestor.es,0.5655459358137306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/
,,,90.0,,myinvestor.es,MyInvestor,0.0,,1.0,0,,,producto-cuenta,,,Banca,,manual,2025-10-22,https://www.myinvestor.es/cuentas/,https://www.myinvestor.es/cuentas,0.5655459358137306,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/cuentas/
,,,92.0,,correos.es,Correos,0.0,,1.0,0,,,login,,,Logística,,manual,2025-10-22,https://mioficina.correos.es/es/es/login,https://mioficina.correos.es/es/es/login,0.4618704897805225,0.4953007814753613,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,mioficina,es,/es/es/login
,,,92.0,,correos.es,Correos,0.0,,1.0,0,,,herramientas,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/herramientas,https://www.correos.es/es/es/herramientas,0.4618704897805225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/es/es/herramientas
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,codigo_envio,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/atencion-al-cliente/recibir/codigo-de-envio,https://www.correos.es/es/es/atencion-al-cliente/recibir/codigo-de-envio,0.4618704897805225,0.0,0.0,1.0,0.1746031746031746,-1.0,0.0,0.0,0.0,www,es,/es/es/atencion-al-cliente/recibir/codigo-de-envio
,,,92.0,,correos.es,Correos,0.0,,1.0,0,,,envio_internacional,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero,0.4618704897805225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar/enviar-al-extranjero
,,,91.0,,correos.es,Correos,0.0,,1.0,0,,,paquete_estandar,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-estandar,https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-estandar,0.4618704897805225,0.0,0.0,1.0,0.1866666666666666,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-estandar
,,,91.0,,correos.es,Correos,0.0,,1.0,0,,,envios_economicos,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos,https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos,0.4618704897805225,0.0,0.0,1.0,0.1124999999999999,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar/envios-nacionales/envios-economicos
,,,92.0,,correos.es,Correos,0.0,,1.0,0,,,enviar,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar,https://www.correos.es/es/es/particulares/enviar,0.4618704897805225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,modify_entrega,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/recibir/esperando-la-entrega/quiero-modificar-la-entrega,https://www.correos.es/es/es/particulares/recibir/esperando-la-entrega/quiero-modificar-la-entrega,0.4618704897805225,0.0,0.0,0.0,0.0681818181818181,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/recibir/esperando-la-entrega/quiero-modificar-la-entrega
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,citypaq_puntos_entrega,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/recibir/nuestros-puntos-de-entrega-y-recogida/citypaq,https://www.correos.es/es/es/particulares/recibir/nuestros-puntos-de-entrega-y-recogida/citypaq,0.4618704897805225,0.0,0.0,0.0,0.0681818181818181,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/recibir/nuestros-puntos-de-entrega-y-recogida/citypaq
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,buzon_vacaciones,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/buzon-de-vacaciones,https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/buzon-de-vacaciones,0.4618704897805225,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/recibir/planifica-tus-entregas/buzon-de-vacaciones
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,buscador_codigos_postales,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/herramientas/codigos-postales/detalle,https://www.correos.es/es/es/herramientas/codigos-postales/detalle,0.4618704897805225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/es/es/herramientas/codigos-postales/detalle
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,reenvío_postal,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/reenvio-postal,https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/reenvio-postal,0.4618704897805225,0.0,0.0,1.0,0.1833333333333333,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/recibir/planifica-tus-entregas/reenvio-postal
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,recibir_envío,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/recibir,https://www.correos.es/es/es/particulares/recibir,0.4618704897805225,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/recibir
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,formulario_envios,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/herramientas/formulario-online-de-envios-de-oficina,https://www.correos.es/es/es/herramientas/formulario-online-de-envios-de-oficina,0.4618704897805225,0.0,0.0,1.0,0.0888888888888888,0.0,0.0,1.0,0.0,www,es,/es/es/herramientas/formulario-online-de-envios-de-oficina
,,,92.0,,correos.es,Correos,0.0,,1.0,0,,,atencion,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/atencion-al-cliente,https://www.correos.es/es/es/atencion-al-cliente,0.4618704897805225,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/es/es/atencion-al-cliente
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,registro,,,Logística,,manual,2025-10-22,https://mioficina.correos.es/es/es/registro/detalle,https://mioficina.correos.es/es/es/registro/detalle,0.4618704897805225,0.4953007814753613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mioficina,es,/es/es/registro/detalle
,,,90.0,,abanca.com,ABANCA,0.0,,1.0,0,,,banca-online,,,Banca,,manual,2025-10-22,https://www.abanca.com/es/banca-a-distancia/banca-electronica/,https://www.abanca.com/es/banca-a-distancia/banca-electronica,0.439915808544328,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,1.0,0.0,www,com,/es/banca-a-distancia/banca-electronica/
,,,95.0,,abanca.com,ABANCA,0.0,,1.0,0,,,empresas,,,Banca,,manual,2025-10-22,https://www.abanca.com/es/empresas/,https://www.abanca.com/es/empresas,0.439915808544328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,www,com,/es/empresas/
,,,95.0,,openbank.es,Openbank,0.0,,1.0,0,,,seguridad,,,Banca,,manual,2025-10-22,https://www.openbank.es/banca-segura,https://www.openbank.es/banca-segura,0.5012499973958399,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,www,es,/banca-segura
,,,95.0,,openbank.es,Openbank,0.0,,1.0,0,,,inversiones,,,Banca,,manual,2025-10-22,https://www.openbank.es/inversiones,https://www.openbank.es/inversiones,0.5012499973958399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/inversiones
,,,95.0,,caixabank.es,CaixaBank,0.0,,1.0,0,,,empresas-home,,,Banca,,manual,2025-10-22,https://www.caixabank.es/empresa/home/empresas_es.html,https://www.caixabank.es/empresa/home/empresas_es.html,0.5084954324164709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/empresa/home/empresas_es.html
,,,95.0,,caixabank.es,CaixaBank,0.0,,1.0,0,,,seguridad,,,Banca,,manual,2025-10-22,https://www.caixabank.es/particular/seguridad/seguridad_es.html,https://www.caixabank.es/particular/seguridad/seguridad_es.html,0.5084954324164709,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,www,es,/particular/seguridad/seguridad_es.html
,,,95.0,,caixabank.es,CaixaBank,0.0,,1.0,0,,,home,,,Banca,,manual,2025-10-22,https://www.caixabank.es/particular/home/particulares_es.html,https://www.caixabank.es/particular/home/particulares_es.html,0.5084954324164709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/particular/home/particulares_es.html
,,,90.0,,bbva.com,BBVA,0.0,,1.0,0,,,home (global),,,Banca,,manual,2025-10-22T18:40:00Z,https://www.bbva.com/es/,https://www.bbva.com/es,0.4109595659413348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,www,com,/es/
,,,91.0,,bbva.es,BBVA,0.0,,1.0,0,,,account (empresas),,,Banca,,manual,2025-10-22T18:40:00Z,https://www.bbva.es/empresas/banca-online.html,https://www.bbva.es/empresas/banca-online.html,0.4037173007032121,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,www,es,/empresas/banca-online.html
,,,94.0,,bbva.es,BBVA,0.0,,1.0,0,,,help,,,Banca,,manual,2025-10-22T18:40:00Z,https://www.bbva.es/personas/ayuda/contacto.html,https://www.bbva.es/personas/ayuda/contacto.html,0.4037173007032121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/personas/ayuda/contacto.html
,,,97.0,,bbva.es,BBVA,0.0,,1.0,0,,,security,,,Banca,,manual,2025-10-22T18:40:00Z,https://www.bbva.es/personas/ayuda/seguridad.html,https://www.bbva.es/personas/ayuda/seguridad.html,0.4037173007032121,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,www,es,/personas/ayuda/seguridad.html
,,,92.0,,bbva.es,BBVA,0.0,,1.0,0,,,billing,,,Banca,,manual,2025-10-22T18:40:00Z,https://www.bbva.es/personas/servicios/transferencias.html,https://www.bbva.es/personas/servicios/transferencias.html,0.4037173007032121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/personas/servicios/transferencias.html
,,,93.0,,bbva.es,BBVA,0.0,,1.0,0,,,account,,,Banca,,manual,2025-10-22T18:40:00Z,https://www.bbva.es/personas/servicios/banca-online.html,https://www.bbva.es/personas/servicios/banca-online.html,0.4037173007032121,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,www,es,/personas/servicios/banca-online.html
,,,95.0,,bbva.es,BBVA,0.0,,1.0,0,,,login,,,Banca,,manual,2025-10-22T18:40:00Z,https://www.bbva.es/personas/acceso/login.html,https://www.bbva.es/personas/acceso/login.html,0.4037173007032121,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/personas/acceso/login.html
,,,91.0,,bancosantander.es,Santander,0.0,,1.0,0,,,product/loans,,,Banca,,manual,2025-10-22T18:20:00Z,https://www.bancosantander.es/particulares/prestamos/prestamo-personal,https://www.bancosantander.es/particulares/prestamos/prestamo-personal,0.6138557579285786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/particulares/prestamos/prestamo-personal
,,,90.0,,bancosantander.es,Santander,0.0,,1.0,0,,,other/onboarding,,,Banca,,manual,2025-10-22T18:20:00Z,https://www.bancosantander.es/particulares/hazte-cliente,https://www.bancosantander.es/particulares/hazte-cliente,0.6138557579285786,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/particulares/hazte-cliente
,,,90.0,,santander.com,Santander,0.0,,1.0,0,,,home (global),,,Banca,,manual,2025-10-22T18:15:00Z,https://www.santander.com/es/home,https://www.santander.com/es/home,0.5271295654481437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,www,com,/es/home
,,,91.0,,bancosantander.es,Santander,0.0,,1.0,0,,,security (empresas),,,Banca,,manual,2025-10-22T18:15:00Z,https://www.bancosantander.es/empresas/banca-online/seguridad-online,https://www.bancosantander.es/empresas/banca-online/seguridad-online,0.6138557579285786,0.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0,www,es,/empresas/banca-online/seguridad-online
,,,92.0,,bancosantander.es,Santander,0.0,,1.0,0,,,account (empresas),,,Banca,,manual,2025-10-22T18:15:00Z,https://www.bancosantander.es/empresas/banca-online,https://www.bancosantander.es/empresas/banca-online,0.6138557579285786,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,0.0,www,es,/empresas/banca-online
,,,90.0,,caixabank.es,CaixaBank,0.0,,1.0,0,,,banca-digital,,,Banca,,manual,2025-10-22,https://www.caixabank.es/particular/banca-digital/como-activar.html,https://www.caixabank.es/particular/banca-digital/como-activar.html,0.5084954324164709,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,www,es,/particular/banca-digital/como-activar.html
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,envio_internacional_tarifa_plana,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/tarifa-plana,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/tarifa-plana,0.4618704897805225,0.0,0.0,1.0,0.0777777777777777,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/tarifa-plana
,,,90.0,,caixabank.es,CaixaBank,0.0,,1.0,0,,,banca-online,,,Banca,,manual,2025-10-22,https://www.caixabank.es/empresa/bancadistancia/bancadistancia_es.html,https://www.caixabank.es/empresa/bancadistancia/bancadistancia_es.html,0.5084954324164709,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,www,es,/empresa/bancadistancia/bancadistancia_es.html
,,,95.0,,ing.es,ING,0.0,,1.0,0,,,hazte-cliente,,,Banca,,manual,2025-10-22,https://www.ing.es/hazte-cliente,https://www.ing.es/hazte-cliente,0.3989589993312367,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/hazte-cliente
,,,90.0,,openbank.es,Openbank,0.0,,1.0,0,,,producto-cuenta,,,Banca,,manual,2025-10-22,https://www.openbank.es/en/current-account,https://www.openbank.es/en/current-account,0.5012499973958399,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/en/current-account
,,,95.0,,openbank.es,Openbank,0.0,,1.0,0,,,home,,,Banca,,manual,2025-10-22,https://www.openbank.es/,https://www.openbank.es,0.5012499973958399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/
,,,90.0,,bankinter.com,Bankinter,0.0,,1.0,0,,,atencion-cliente,,,Banca,,manual,2025-10-22,https://www.bankinter.com/banca/nav/atencion-cliente/elevar-reclamacion,https://www.bankinter.com/banca/nav/atencion-cliente/elevar-reclamacion,0.541504952603885,0.0,0.0,0.0,0.1111111111111111,-1.0,0.0,0.0,0.0,www,com,/banca/nav/atencion-cliente/elevar-reclamacion
,,,90.0,,bankinter.com,Bankinter,0.0,,1.0,0,,,ayuda,,,Banca,,manual,2025-10-22,https://www.bankinter.com/banca/ayuda/agente-virtual,https://www.bankinter.com/banca/ayuda/agente-virtual,0.541504952603885,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,www,com,/banca/ayuda/agente-virtual
,,,90.0,,bankinter.com,Bankinter,0.0,,1.0,0,,,banca-distancia,,,Banca,,manual,2025-10-22,https://www.bankinter.com/banca/banca-distancia-online,https://www.bankinter.com/banca/banca-distancia-online,0.541504952603885,0.0,0.0,0.0,0.125,0.0,0.0,1.0,0.0,www,com,/banca/banca-distancia-online
,,,95.0,,bankinter.com,Bankinter,0.0,,1.0,0,,,hazte-cliente,,,Banca,,manual,2025-10-22,https://www.bankinter.com/banca/contrata-tu-cuenta,https://www.bankinter.com/banca/contrata-tu-cuenta,0.541504952603885,0.0,0.0,0.0,0.125,-1.0,0.0,0.0,0.0,www,com,/banca/contrata-tu-cuenta
,,,90.0,,bancsabadell.com,Banco Sabadell,0.0,,1.0,0,,,centro-ayuda,,,Banca,,manual,2025-10-22,https://www.bancsabadell.com/bsnacional/es/centro-de-ayuda/,https://www.bancsabadell.com/bsnacional/es/centro-de-ayuda,0.5777940674105906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,www,com,/bsnacional/es/centro-de-ayuda/
,,,90.0,,bancsabadell.com,Banco Sabadell,0.0,,1.0,0,,,solicitud-hipoteca,,,Banca,,manual,2025-10-22,https://www.bancsabadell.com/cs/Satellite/SabAtl/Volver-al-paso-anterior/GBS_Form_FA/1191332191487/1191345806389/es/,https://www.bancsabadell.com/cs/satellite/sabatl/volver-al-paso-anterior/gbs_form_fa/1191332191487/1191345806389/es,0.5777940674105906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,www,com,/cs/satellite/sabatl/volver-al-paso-anterior/gbs_form_fa/1191332191487/1191345806389/es/
,,,90.0,,bancsabadell.com,Banco Sabadell,0.0,,1.0,0,,,producto-tarjeta,,,Banca,,manual,2025-10-22,https://www.bancsabadell.com/bsnacional/es/particulares/tarjetas-bancarias/tarjeta-credito-classic/,https://www.bancsabadell.com/bsnacional/es/particulares/tarjetas-bancarias/tarjeta-credito-classic,0.5777940674105906,0.0,0.0,0.0,0.2232142857142857,0.0,0.0,1.0,0.0,www,com,/bsnacional/es/particulares/tarjetas-bancarias/tarjeta-credito-classic/
,,,90.0,,bancsabadell.com,Banco Sabadell,0.0,,1.0,0,,,seguridad,,,Banca,,manual,2025-10-22,https://www.bancsabadell.com/cs/Satellite/SabAtl/Que-hacemos-por-su-seguridad/6000020152359/en/,https://www.bancsabadell.com/cs/satellite/sabatl/que-hacemos-por-su-seguridad/6000020152359/en,0.5777940674105906,0.0,0.0,0.0,0.075,0.0,0.0,1.0,0.0,www,com,/cs/satellite/sabatl/que-hacemos-por-su-seguridad/6000020152359/en/
,,,95.0,,bancsabadell.com,Banco Sabadell,0.0,,1.0,0,,,producto-cuenta,,,Banca,,manual,2025-10-22,https://www.bancsabadell.com/bsnacional/es/particulares/cuentas-bancarias/cuenta-online-sabadell/,https://www.bancsabadell.com/bsnacional/es/particulares/cuentas-bancarias/cuenta-online-sabadell,0.5777940674105906,0.0,0.0,0.0,0.0892857142857142,-1.0,0.0,1.0,0.0,www,com,/bsnacional/es/particulares/cuentas-bancarias/cuenta-online-sabadell/
,,,90.0,,ing.es,ING,0.0,,1.0,0,,,contacto-incidencias,,,Banca,,manual,2025-10-22,https://www.ing.es/sobre-ing/atencion-comercial-y-gestion-de-incidencias,https://www.ing.es/sobre-ing/atencion-comercial-y-gestion-de-incidencias,0.3989589993312367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/sobre-ing/atencion-comercial-y-gestion-de-incidencias
,,,90.0,,ing.es,ING,0.0,,1.0,0,,,producto-cuenta,,,Banca,,manual,2025-10-22,https://www.ing.es/cuentas-ing,https://www.ing.es/cuentas-ing,0.3989589993312367,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/cuentas-ing
,,,95.0,,ing.es,ING,0.0,,1.0,0,,,producto-cuenta,,,Banca,,manual,2025-10-22,https://www.ing.es/cuenta-nomina-ing,https://www.ing.es/cuenta-nomina-ing,0.3989589993312367,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/cuenta-nomina-ing
,,,90.0,,ing.es,ING,0.0,,1.0,0,,,contacto,,,Banca,,manual,2025-10-22,https://www.ing.es/contacto,https://www.ing.es/contacto,0.3989589993312367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www,es,/contacto
,,,90.0,,caixabank.es,CaixaBank,0.0,,1.0,0,,,ayuda,,,Banca,,manual,2025-10-22,https://www.caixabank.es/particular/atencioclient/faqs/accesolo_faq1_es.html,https://www.caixabank.es/particular/atencioclient/faqs/accesolo_faq1_es.html,0.5084954324164709,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,www,es,/particular/atencioclient/faqs/accesolo_faq1_es.html
,,,91.0,,correos.es,Correos,0.0,,1.0,0,,,paquete_internacional_light,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-light,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-light,0.4618704897805225,0.0,0.0,1.0,0.0717948717948717,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-light
,,,91.0,,correos.es,Correos,0.0,,1.0,0,,,paquete_internacional_premium,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-premium,https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-premium,0.4618704897805225,0.0,0.0,1.0,0.0717948717948717,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-premium
,,,90.0,,correos.es,Correos,0.0,,1.0,0,,,paquete_azul,,,Logística,,manual,2025-10-22,https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-azul,https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-azul,0.4618704897805225,0.0,0.0,1.0,0.1866666666666666,0.0,0.0,0.0,0.0,www,es,/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-azul
