url,sector,entidad,domain_length,domain_entropy,suspicious_path_token,num_params,contains_equal,protocol,tld_group,trusted_path_token,contains_percent,free_hosting
http://particulares.bankia.es.butterflyfacepainting.com/1/es,banca,bankia,21,3.6897037321995474,0,0,0,0,com,0,0,0
http://portalcliente.santander.computerrental.es,banca,santander,14,3.3787834934861753,0,0,0,0,es,0,0,0
http://prettystep.temp.swtest.ru/www.caixabank.es/home,banca,caixabank,6,1.9182958340544896,0,0,0,0,otros,0,0,0
https://acceso-clientes.ingdirect.es-yu-ceunta.net/login,banca,ing,12,3.084962500721156,0,0,0,1,otros,1,0,0
https://alderleamedical.com/sms/f1ba84040a0347b698e436cc9a1dc5fc/ing.es/login/a0347b698e436cc9a/7fb8b/pass.html,banca,ing,15,2.8225797618424915,1,0,0,1,com,1,0,0
http://santander.es-banca.online,banca,santander,8,2.75,0,0,0,0,otros,0,0,0
https://area.clientes-ingdiirect.es-eu.org/login,banca,ing,5,1.9219280948873623,0,0,0,1,otros,1,0,0
https://bancoing.es.ecoplant.com.co/source,banca,ing,8,3.0,0,0,0,1,otros,0,0,0
https://bancoing.es.ecoplant.com.co/source/login.php?local=es,banca,ing,8,3.0,1,1,1,1,otros,1,0,0
https://bancosantander.es.hotelparadis.es/aviso/03a253e1ba5bba8/login.php?signin,banca,santander,12,3.4182958340544896,1,1,0,1,es,1,0,0
https://bancosantander.es-online-secure.com,banca,santander,16,3.125,0,0,0,1,com,0,0,0
https://bankia.es.particulares.englishpoint.in/sfartah/es,banca,bankia,12,3.2516291673878226,0,0,0,1,otros,0,0,0
https://bbva.es.suspension-tarjeta.com,banca,bbva,18,3.4613201402110083,0,0,0,1,com,0,0,0
https://caixabank.es.cosmoinnovations.com/caixa-vbve_final/caixa-vbv/caixa-vbv/caixa-vbvfinal/home,banca,caixaBank ,16,2.952819531114783,0,0,0,1,com,0,0,0
https://caixabank.es.cosmoinnovations.com/caixa-vbve_final/caixa-vbv/caixa-vbv/caixa-vbvfinal/home/tarjeta2.html,banca,caixaBank,16,2.952819531114783,1,0,0,1,com,0,0,0
https://caixabank.es.particular.prohoster.biz/auth/access/clients/login.php,banca,caixabank,9,2.725480556997868,1,0,0,1,otros,1,0,0
https://caixabank.es.particular.prohoster.biz/auth/access/clients/sms.php,banca,caixabank,9,2.725480556997868,1,0,0,1,otros,0,0,0
https://caixabank.es.sabadent.ir/particular/holabank/online-banking/surf3.php?cmd=login_submit&id=8fef5d7f641561f369823443d4425a048fef5d7f641561f369823443d4425a04&session=8fef5d7f641561f369823443d4425a048fef5d7f641561f369823443d4425a04,banca,caixabank,8,2.75,1,3,1,1,otros,0,0,0
https://caixabank.es.smi.com.np/particular/holabank/online-banking/surf3.php?cmd=login_submit&id=d35a7e316e36d955efc50a263930e74dd35a7e316e36d955efc50a263930e74d&session=d35a7e316e36d955efc50a263930e74dd35a7e316e36d955efc50a263930e74d,banca,caixabank,3,1.584962500721156,1,3,1,1,otros,0,0,0
https://correos.es-agencia.co/cgi,logistica,correos,10,2.9219280948873623,0,0,0,1,otros,0,0,0
https://correosprepago.bnext.es/aco?token=0cwdxpp4zpn8k,logistica,correos,5,2.321928094887362,0,1,1,1,es,0,0,0
https://correosprepago.bnext.es/register?from=post_office&step=2-1&token=eyjhbgcioijiuzi1nij9.eyjwag9uzvbyzwzpeci6ijm0iiwic3viijoiytbjzmm3nzytn2jmmy00otk2ltg3n2ytmjrinda4ntm2ymi5iiwibgfzde5hbwuioiiilcjmaxjzde5hbwuioiiilcjzzwnvbmrmyxn0tmftzsi6iiisim5izii6mtc0mzg0mty0mcwicghvbmuioii2nzezmti5odiilcjyb2xlcyi6wyjvu0vsil0simlzcyi6invzzxjzlxnlcnzpy2uilcjlehaioje3ndm4nde5ndasimlhdci6mtc0mzg0mty0mh0.qtud3rhr3aauwmfl7oaox99pla06wfn0fheevtnt_jw,logistica,correos,5,2.321928094887362,0,3,1,1,es,0,0,0
https://cuenta.bankia.es.twocountieshogroast.co.uk/bankia-usuario,banca,bankia,19,3.471354487013929,0,0,0,1,otros,0,0,0
https://dgt.mioficina-clientes.es/dgt/index.php?=conoce-la-dgt=quienes-somos=uestros-valores=dsbz-phpi8inn:q7r2cx-1srwb8dnbzvtsip9x7de8twmbn6jnksb4mkho1sfknqeyjfe2i,publico,dgt,18,3.3921472236645345,1,1,1,1,es,0,0,0
https://draganov-8bb38d.ingress-erytho.easywp.com/error/ing.es/ing.es/es/ing,banca,ing,6,2.584962500721156,0,0,0,1,com,0,0,0
http://servisco-caixabank.es.swtest.ru/acceso/es/clients/login.php?verification,banca,caixaBank,6,1.9182958340544896,1,1,0,0,otros,1,0,0
https://info-cloud19909-ba2df9.ingress-florina.ewp.live/wp-admin/oscar/corsa/bienvenido%20a%20correos.es%20-%20el%20portal%20online%20de%20correos.html,logistica,correos,3,1.584962500721156,1,0,0,1,otros,0,1,0
https://info-correos.es/sms-error.php,logistica,correos,12,3.0220552088742005,1,0,0,1,es,0,0,0
https://ing-banco.es.swtest.ru/ing/ing/sms_code.php,banca,ing,6,1.9182958340544896,1,0,0,1,otros,0,0,0
https://ing.es-accesodirecto.info,banca,ing,16,3.1556390622295662,0,0,0,1,otros,0,0,0
https://ing.es-operaciones.com/inicio-sesion.php,banca,ing,14,3.1820058147602133,1,0,0,1,com,0,0,0
https://ing.es-panelclientes.info/loginon.php,banca,ing,16,3.125,1,0,0,1,otros,1,0,0
https://ing.es-validacionmovil.info,banca,ing,18,3.4613201402110083,0,0,0,1,otros,0,0,0
https://ing.es-zonacliente.info/loginon.php,banca,ing,14,3.3248629576173565,1,0,0,1,otros,1,0,0
https://ivresse.com/js/ionosv2/ionosv2/v/mail.ionos.es.utm_cmpaign=login.idauth=/?em=&id=4699541&utm_tem=3840062&utm_cmpaign=login&utm_mdium=1490673&utm_sorce=home&idauth=tvvpgpiesuxflzmomvvypufeecyczbwxsrtykexvwrgabxgpougzqlne,correo,ionos,7,2.2359263506290326,0,7,1,1,com,1,0,0
https://lacaixabank.es.avro.az/lacaixa/home,banca,caixaBank,4,2.0,0,0,0,1,otros,0,0,0
https://loc48.caixabank.es.ay-min.az/lacaixa/home,banca,caixabank,6,2.584962500721156,0,0,0,1,otros,0,0,0
https://mail.ionos.es.ttschmidt.de/acceso_noescorrecta.html,correo,ionos,9,2.6416041678685938,1,0,0,1,otros,0,0,0
https://msantamobs.com/wp-admin/user/correos.es/servicios.pagomente.es/pagomente,logistica,correos,10,2.721928094887362,0,0,0,1,com,0,0,0
https://particular-caixabank.es.prohoster.biz/particulares_es/home,banca,caixaBank,9,2.725480556997868,0,0,0,1,otros,0,0,0
https://servicioelportal-particulare-bc8925.ingress-daribow.ewp.live/anonos/corios/cliente/es/bienvenido%20a%20correos.es%20-%20el%20portal%20online%20de%20correos.html,logistica,correos,3,1.584962500721156,1,0,0,1,otros,0,1,0
https://unicajabanco.es.bancagenra-li.com,banca,unicaja,13,3.180832987205441,0,0,0,1,com,0,0,0
https://wififpt.com.vn/es/bankia.es/es/acceso-clientes/acceso-clientes/es,banca,bankia,7,2.2359263506290326,0,0,0,1,otros,1,0,0
https://wififpt.com.vn/es/bankia.es/es/acceso-clientes/acceso-clientes/es/loading.php?link=info,banca,bankia,7,2.2359263506290326,1,1,1,1,otros,1,0,0
https://wordpress-893197-3098519.cloudwaysapps.com/wwww.correos.es/particulares/es/recibir_paquete.php,logistica,coreos,13,3.238901256602631,1,0,0,1,com,0,0,0
https://wordpress-916397-3181167.cloudwaysapps.com/bbva.es/bbva.es/cuenta/area_cliente,banca,bbva,13,3.238901256602631,0,0,0,1,com,0,0,0
https://www.coreos-tracking.es/sms-error.php,logistica,correos,15,3.506890595608519,1,0,0,1,es,0,0,0
https://www.servicio-ing.es/ap/app-login/?view=login&appidkey=fcd0,banca,ing,12,3.188721875540867,0,2,1,1,es,1,0,0
https://www.webspaceguy.com/knjh68515/caixabank.es/a/-cuenta/index.html,banca,caixabank,11,3.2776134368191157,1,0,0,1,com,0,0,0
