url,matched_target,fuente,categoria,url_base,campaign_group,DS final,Motivos,_in,domain,_es,_shortener,_freehost,ruido_num,_geo,_es_kw,_badness
https://www.app-ingmovil-cliente.com,ing,PhishTank,banca,app-ingmovil-cliente.com,app-ingmovil-cliente.com,1.0,marca ING + español en dominio (app/cliente/móvil) → phishing claro,1.0,app-ingmovil-cliente.com,FALSE,FALSE,FALSE,,,TRUE,
https://www.ing-es-movil.com,ing,PhishTank,banca,ing-es-movil.com,ing-es-movil.com,1.0,marca ING + es/movil → orientación ES evidente,1.0,ing-es-movil.com,FALSE,FALSE,FALSE,,,FALSE,
http://soporte_ionos.viajoencoche.es/?rid=48Y9hLX,ionos,PhishTank,saas,soporte_ionos.viajoencoche.es,viajoencoche.es,1.0,subdominio “soporte_ionos” sobre .es comprometido → impersonación por subdominio,1.0,soporte_ionos.viajoencoche.es,TRUE,FALSE,FALSE,,,TRUE,
http://www.ionosesfacturas.rf.gd/?i=1,IONOS,PhishTank,saas,ionosesfacturas.rf.gd,ionosesfacturas.rf.gd,1.0,host gratuito + IONOS (es-”facturas”) → ejemplo útil de free-host con marca,1.0,ionosesfacturas.rf.gd,FALSE,FALSE,TRUE,,,TRUE,
https://admin.multa.net/,dgt,PhishTank,público,admin.multa.net,multa.net,1.0,DGT (multa) sin acortador; host dedicado → caso de alta calidad,1.0,admin.multa.net,FALSE,FALSE,FALSE,,,TRUE,
https://idt.oc.cuenta.lonos-facturacion-1and1.enfoquerhgt.com/identifier?pageMessage=wrong-mandant-redirect~~activating&login_hint,ionos,PhishTank,saas,idt.oc.cuenta.lonos-facturacion-1and1.enfoquerhgt.com/identifier,enfoquerhgt.com/identifier,1.0,IONOS/1&1 en subdominio de tercero + /identifier → impersonación por subdominio,1.0,idt.oc.cuenta.lonos-facturacion-1and1.enfoquerhgt.com,FALSE,FALSE,FALSE,,,TRUE,
https://ingsecusecuring.web.app/,ing,PhishTank,banca,ingsecusecuring.web.app,web.app,1.0,marca ING en cloud free (patrón realista),1.0,ingsecusecuring.web.app,FALSE,FALSE,TRUE,,,FALSE,
https://nflx-cuenta.com/,netflix,PhishTank,streaming,nflx-cuenta.com,nflx-cuenta.com,1.0,Netflix abreviado (nflx) + “cuenta” (ES) → typosquatting claro,1.0,nflx-cuenta.com,FALSE,FALSE,FALSE,,,TRUE,
https://online.multa.net/,dgt,PhishTank,público,online.multa.net,multa.net,1.0,DGT sin acortador; segundo flujo del mismo host,1.0,online.multa.net,FALSE,FALSE,FALSE,,,TRUE,
https://orangepro0.godaddysites.com/,orange,PhishTank,telecomunicaciones,orangepro0.godaddysites.com,orangepro0.godaddysites.com,1.0,Orange en host gratuito (GoDaddy Sites) → patrón de kit en free host,1.0,orangepro0.godaddysites.com,FALSE,FALSE,TRUE,,,FALSE,
https://restablecer-cuenta-outlookk.zya.me/,Outlook,PhishTank,saas,restablecer-cuenta-outlookk.zya.me,restablecer-cuenta-outlookk.zya.me,1.0,Outlook en host + castellano (“restablecer-cuenta”) + patrón free host,1.0,restablecer-cuenta-outlookk.zya.me,FALSE,FALSE,TRUE,,,TRUE,
https://soporte-netflx.com/,netflix,PhishTank,streaming,soporte-netflx.com,soporte-netflx.com,1.0,Netflix typos (netflx) + “soporte” (ES) → phishing claro,1.0,soporte-netflx.com,FALSE,FALSE,FALSE,,,TRUE,
https://alerta-cliente.app,genérico,PhishTank,banca/teleco,alerta-cliente.app,alerta-cliente.app,1.0,.app + castellano (“alerta-cliente”)→ patrón banca/teleco sin acortador,1.0,alerta-cliente.app,FALSE,FALSE,FALSE,,,TRUE,
https://alertascliente.webcindario.com/,genérico,PhishTank,banca/teleco,alertascliente.webcindario.com,alertascliente.webcindario.com,1.0,castellano + host gratuito (kit típico),1.0,alertascliente.webcindario.com,FALSE,FALSE,TRUE,,,TRUE,
https://infotecnikas.es/re.html,genérico,PhishTank,genérico,infotecnikas.es/re.html,infotecnikas.es/re.html,1.0,.es comprometido(ruta mínima) → caso realista no-marca,1.0,infotecnikas.es,FALSE,FALSE,FALSE,,,FALSE,
https://iradgt.com/Alibaba/alibaba/index.php,dgt,PhishTank,público,iradgt.com/alibaba/alibaba/index.php,iradgt.com/alibaba,1.0,"DGT en dominio (no acortador), ruta de kit",1.0,iradgt.com,FALSE,FALSE,FALSE,,,FALSE,
https://pendientesdeti.es/6d6116da#redacted@abuse.ionos.com,genérico,PhishTank,genérico,pendientesdeti.es/6d6116da,pendientesdeti.es/6d6116da,1.0,.es + dominio en castellano (“pendientes de ti”) + token en ruta → genérico ES de calidad,1.0,pendientesdeti.es,FALSE,FALSE,FALSE,,,FALSE,
https://sites.google.com/view/ruraless/p%C3%A1gina-principal,Caja Rural,PhishTank,banca,sites.google.com/view/ruraless/página-principal,sites.google.com/ruraless,1.0,Caja Rural en Google Sites+ castellano → buen representativo,1.0,sites.google.com,FALSE,FALSE,TRUE,,,FALSE,
https://w.aviso-cliente.net,genérico,PhishTank,banca,w.aviso-cliente.net,aviso-cliente.net,1.0,Dominio dedicado con castellano (“aviso-cliente”) → patrón banca/teleco sin acortador,1.0,w.aviso-cliente.net,FALSE,FALSE,FALSE,,,TRUE,
https://authspacemon.webcindario.com/orangebank/index.php?pwd=TaTe,orange,phishtank,banca,authspacemon.webcindario.com/orangebank/index.php,webcindario.com/orangebank,1.0,Orange Banken host gratuito(Webcindario) + /index.php→ kit típico,1.0,authspacemon.webcindario.com,FALSE,FALSE,TRUE,,,FALSE,
http://avisonlines-ahorro.0hi.me/?i=3,genérico,PhishTank,banca,avisonlines-ahorro.0hi.me,avisonlines-ahorro.0hi.me,1.0,Free host 0hi.me + castellano bancario (“aviso/ahorro”) → cubre patrón,1.0,avisonlines-ahorro.0hi.me,FALSE,FALSE,FALSE,,,TRUE,
https://acceso-bloqueado.webcindario.com/validacion/validecard.html,genérico,PhishTank,banca,acceso-bloqueado.webcindario.com/validacion/validecard.html,webcindario.com/validacion,1.0,Castellano (“acceso-bloqueado/validación”) + card → banca realista en free host,1.0,acceso-bloqueado.webcindario.com,FALSE,FALSE,TRUE,,,TRUE,
https://alertabarural.webcindario.com/,Caja Rural,PhishTank,banca,alertabarural.webcindario.com,webcindario.com/alertabarural,1.0,Caja Rural + castellano en webcindario → buen representativo de banca en free host,1.0,alertabarural.webcindario.com,FALSE,FALSE,TRUE,,,FALSE,
https://app.biaclientefonefacil.digital,genérico,PhishTank,telecomunicaciones,app.biaclientefonefacil.digital,biaclientefonefacil.digital,1.0,Teleco campaña dedicada en dominio propio; castellano → útil y no free host,1.0,app.biaclientefonefacil.digital,FALSE,FALSE,FALSE,,,TRUE,
https://comprastokenbip.webcindario.com/inicio.html,genérico,PhishTank,cripto,comprastokenbip.webcindario.com/inicio.html,webcindario.com/comprastokenbip,1.0,Cripto tokens en webcindario (representativo del patrón); mantenemos 1 y descartamos el otro,1.0,comprastokenbip.webcindario.com,FALSE,FALSE,TRUE,,,FALSE,
https://enlineaprestamo.webcindario.com/,genérico,PhishTank,banca,enlineaprestamo.webcindario.com,webcindario.com/enlineaprestamo,1.0,Castellano financiero (“préstamo”) en host gratuito → patrón realista (1 muestra de “loan scam” ES en webcindario).,1.0,enlineaprestamo.webcindario.com,FALSE,FALSE,TRUE,,,FALSE,
https://facturapostpago.com/,genérico,PhishTank,telecomunicaicones,facturapostpago.com,facturapostpago.com,1.0,"Teleco + “postpago”(ES) en dominio propio→ campaña dedicada, no free host.",1.0,facturapostpago.com,FALSE,FALSE,FALSE,,,TRUE,
https://form.123formbuilder.com/6236576/para-sms-formulario-de-autorizacion-envio-clave-ivr,genérico,PhishTank,banca,form.123formbuilder.com/6236576/para-sms-formulario-de-autorizacion-envio-clave-ivr,123formbuilder.com/6236576,1.0,Formulario público con texto en castellano(SMS/IVR) → cubrir arquetipo forms-as-phish.,1.0,form.123formbuilder.com,FALSE,FALSE,TRUE,,,FALSE,
https://merenciano.net/serviciodecorreo/login/,genérico,PhishTank,saas,merenciano.net/serviciodecorreo/login/,merenciano.net/serviciodecorreo,1.0,Sitio comprometido+ “servicio de correo/login”(ES) → caso no-.es pero claro.,1.0,merenciano.net,FALSE,FALSE,FALSE,,,TRUE,
https://portaldigitalclientefeliz.blogspot.com/?gclid=EAIaIQobChMI27GY3K22_QIVzylMCh1KoQmjEAMYASAAEgKlr_D_BwE,genérico,PhishTank,genérico,portaldigitalclientefeliz.blogspot.com,blogspot.com/portaldigitalclientefeliz,1.0,Blogspot (free)+ castellano (“portal/cliente”) → incluir 1muestra de Blogspot.,1.0,portaldigitalclientefeliz.blogspot.com,FALSE,FALSE,TRUE,,,TRUE,
https://recibo-de-pago.weebly.com/,genérico,PhishTank,genérico,recibo-de-pago.weebly.com/,weebly.com/recibo-de-pago,1.0,Weebly (free) + castellano (“recibo de pago”) → cubrir 1 muestra de Weebly.,1.0,recibo-de-pago.weebly.com,FALSE,FALSE,TRUE,,,TRUE,
https://sites.google.com/view/confirmaciondedatos/p%C3%A1gina-principal,genérico,PhishTank,genérico,sites.google.com/view/confirmaciondedatos/página-principal,sites.google.com/confirmaciondedatos,1.0,Google Sitesgenérico en castellano (“confirmación de datos”) → 1 muestra genérica(además de la de Caja Rural).,1.0,sites.google.com,FALSE,FALSE,TRUE,,,TRUE,
https://validar-tarjeta.webcindario.com/,genérico,PhishTank,banca,validar-tarjeta.webcindario.com,webcindario.com/validar-tarjeta,1.0,Castellano banca (“validar-tarjeta”) en host gratuito → buen patrón de fraude de tarjeta.,1.0,validar-tarjeta.webcindario.com,FALSE,FALSE,TRUE,,,TRUE,
https://walletconnect.com-secure.es/,WalletConnect,PhishTank,cripto,walletconnect.com-secure.es,walletconnect.com-secure.es,1.0,Cripto/WalletConnect + “.com-secure”(impersonación) + .es → claro y útil.,1.0,walletconnect.com-secure.es,TRUE,FALSE,FALSE,,,FALSE,
https://bit.ly/Correos-ESP,correos,phishtank,logística,bit.ly/correos-esp,bit.ly/correos-esp,1.0,Acortador + Correos explícito (“ESP”) → dejamos este como representativo.,1.0,bit.ly,FALSE,TRUE,FALSE,,,TRUE,
https://l.ead.me/BBVA24,bbva,phishtank,banca,l.ead.me/bbva24,l.ead.me/bbva24,1.0,Acortador con BBVA explícito; 1 representativo para la marca (cap por marca=1).,1.0,l.ead.me,FALSE,TRUE,FALSE,,,FALSE,
https://particulares-netbancosantander.web.app/,banco santander,phishtank,banca,particulares-netbancosantander.web.app,web.app/particulares-netbancosantander,1.0,Banca (Santander) + castellano (“particulares/net banco”) en cloud free → patrón útil; 1 muestra.,1.0,particulares-netbancosantander.web.app,FALSE,FALSE,TRUE,,,FALSE,
https://soportetuexperto-orange-es.webflow.io/,orange,phishtank,telecomunicaciones,soportetuexperto-orange-es.webflow.io,webflow.io/soportetuexperto-orange-es,1.0,Telecom Orange + castellano (“soporte/experto”) en SaaS Webflow→ patrón nuevo sin acortador.,1.0,soportetuexperto-orange-es.webflow.io,FALSE,FALSE,TRUE,,,TRUE,
https://netflix-pagos.blog/,netflix,phishtank,streaming,netflix-pagos.blog/,netflix-pagos.blog,1.0,Streaming ya cubierto (2/2) con señales fuertes; esta va a reserva para no saturar.,1.0,netflix-pagos.blog,FALSE,FALSE,FALSE,,,TRUE,
https://crelosa.app/lnn/dhl-new%20(1).html,dhl,phishtank,logística,crelosa.app/lnn/dhl-new%20(1).html,crelosa.app/lnn,1.0,Logística DHL en dominio propio (no acortador / no free host); suma variedad logística.,1.0,crelosa.app,FALSE,FALSE,FALSE,,,FALSE,
https://www.binance.com.loginsn.cc/,binance,phishtank,cripto,binance.com.loginsn.cc,loginsn.cc,1.0,Impersonación por subdominio (“binance.com”) sobre dominio tercero → cripto de alta señal.,1.0,binance.com.loginsn.cc,FALSE,FALSE,FALSE,,,TRUE,
https://netflix-seguro.com/index.php,netflix,phishtank,streaming,netflix-seguro.com/index.php,netflix-seguro.com/index.php,1.0,Typosquatting de Netflix + dominio engañoso con palabra 'seguro' + TLD .com orientado a usuarios hispanohablantes + campaña en castellano.,1.0,netflix-seguro.com,FALSE,FALSE,FALSE,,,FALSE,
https://www.ing-appmovil-inicio.com/,ing,phishtank,banca,ing-appmovil-inicio.com,www.ing-appmovil-inicio.com,1.0,"Phishing ING España + dominio falso con keywords en castellano ('appmovil', 'inicio') + TLD .com.",1.0,ing-appmovil-inicio.com,FALSE,FALSE,FALSE,,,FALSE,
https://www.ing-web-inicios.com/,ing,phishtank,banca,ing-web-inicios.com,www.ing-web-inicios.com,1.0,"Phishing ING España + dominio falso con keywords en castellano ('web', 'inicios') + TLD .com.",1.0,ing-web-inicios.com,FALSE,FALSE,FALSE,,,FALSE,
https://www.ing-es-movil.com/,ing,phishtank,banca,ing-es-movil.com,www.ing-es-movil.com,1.0,Phishing ING España + dominio falso con keyword 'es' (orientación a España) + 'movil' en castellano.,1.0,ing-es-movil.com,FALSE,FALSE,FALSE,,,FALSE,
https://seguridad-ingclientes.com/es,ing,phishtank,banca,seguridad-ingclientes.com/es,seguridad-ingclientes.com/es,1.0,"Phishing ING España + dominio con keywords en castellano ('seguridad', 'clientes') + path '/es' reforzando targeting a España.",1.0,seguridad-ingclientes.com,FALSE,FALSE,FALSE,,,TRUE,
http://vodafone.accept-term.com,vodafone,tweetfeed,telecomunicaciones,vodafone.accept-term.com,accept-term.com,1.0,"Vodafone, impersonación por subdominio .com, no es free host, señal global",1.0,vodafone.accept-term.com,FALSE,FALSE,FALSE,,,FALSE,
https://aviso-caixa.digital/inicio/enter,caixabank,tweetfeed,banca,aviso-caixa.digital/inicio/enter,aviso-caixa.digital/inicio/enter,1.0,"Phishing CaixaBank + dominio engañoso con palabra 'aviso' + keyword en castellano 'inicio' en la ruta + TLD .digital (sospechoso, no oficial).",1.0,aviso-caixa.digital,FALSE,FALSE,FALSE,,,TRUE,
http://movistarui.vip,movistar,tweetfeed,telecomunicaciones,movistarui.vip,movistarui.vip,1.0,"Dominio dedicado sin acortador/free host, la usamos como 1 excepción técnica hasta encontrar una clara Movistar",1.0,movistarui.vip,FALSE,FALSE,FALSE,,,FALSE,
https://santanderib.com,santander,tweetfeed,banca,santanderib.com,santanderib.com,1.0,Phishing Banco Santander + dominio typosquatting simplificado (ib ≠ oficial) + ausencia de subdominios legítimos + TLD .com.,1.0,santanderib.com,FALSE,FALSE,FALSE,,,FALSE,
https://pago-master.digital/Confirmacio%CC%81n%20de%20Pago.html,genérico,tweetfeed,genérico,pago-master.digital/confirmacio%cc%81n%20de%20pago.html,pago-master.digital/confirmación de pago.html,1.0,Phishing financiero en castellano + dominio fraudulento con keyword 'pago' + TLD .digital + página titulada 'Confirmación de Pago'.,1.0,pago-master.digital,FALSE,FALSE,FALSE,,,TRUE,
https://dhl.com-esoo.top/es,dhl,tweetfeed,logistica,dhl.com-esoo.top/es,dhl.com-esoo.top/es,1.0,Marca DHL en dominio (impersonación/typosquatting) + ruta /es (orientación castellano) + no acortador/no free host → logística de alta señal,1.0,dhl.com-esoo.top,FALSE,FALSE,FALSE,,,FALSE,
https://netflix-reglamentos.info/pages/,netflix,tweetfeed,streaming,netflix-reglamentos.info/pages,netflix-reglamentos.info/pages,1.0,Phishing Netflix + dominio engañoso con keyword 'reglamentos' + TLD .info sospechoso + campaña en castellano.,1.0,netflix-reglamentos.info,FALSE,FALSE,FALSE,,,FALSE,
http://srv235099.hoster-test.ru/BBVA-PAGINA,bbva,tweetfeed,banca,srv235099.hoster-test.ru/bbva-pagina,srv235099.hoster-test.ru/bbva-pagina,1.0,Phishing BBVA + hosting ruso (.ru) + palabra clave 'PAGINA' en castellano en la ruta.,1.0,srv235099.hoster-test.ru,FALSE,FALSE,FALSE,,,FALSE,
http://bancaonline0103.webcindario.com/home.php,genérico,PhishTank,banca,bancaonline0103.webcindario.com/home.php,bancaonline0103.webcindario.com/home.php,1.0,Phishing bancario + hosting gratuito Webcindario + keywords en castellano ('bancaonline').,1.0,bancaonline0103.webcindario.com,FALSE,FALSE,TRUE,,,TRUE,
http://www.habbocreditosparati.blogspot.com/,Habbo,PhishTank,gaming,habbocreditosparati.blogspot.com,www.habbocreditosparati.blogspot.com,1.0,Phishing Habbo + blogspot gratuito + keywords en castellano 'créditos para ti'.,1.0,habbocreditosparati.blogspot.com,FALSE,FALSE,TRUE,,,FALSE,
https://activartarjetabp.webcindario.com,BP,PhishTank,energía,activartarjetabp.webcindario.com,activartarjetabp.webcindario.com,1.0,Phishing BP España + hosting gratuito Webcindario + keyword en castellano 'activar tarjeta'.,1.0,activartarjetabp.webcindario.com,FALSE,FALSE,TRUE,,,TRUE,
https://digitalefectiva.webcindario.com/Efe/,genérico,PhishTank,banca,digitalefectiva.webcindario.com/efe,digitalefectiva.webcindario.com/efe,1.0,"Phishing bancario genérico + Webcindario gratuito + keywords en castellano ('digital', 'efectiva').",1.0,digitalefectiva.webcindario.com,FALSE,FALSE,TRUE,,,FALSE,
https://galiciaseguridad.myportfolio.com/,genérico,PhishTank,genérico,galiciaseguridad.myportfolio.com,galiciaseguridad.myportfolio.com,1.0,Phishing banca Galicia + hosting gratuito Adobe MyPortfolio + keyword 'seguridad'.,1.0,galiciaseguridad.myportfolio.com,FALSE,FALSE,TRUE,,,TRUE,
https://hdseguridad.webcindario.com/,genérico,PhishTank,genérico,hdseguridad.webcindario.com,hdseguridad.webcindario.com,1.0,Phishing genérico + Webcindario gratuito + keyword 'seguridad' en castellano.,1.0,hdseguridad.webcindario.com,FALSE,FALSE,TRUE,,,TRUE,
https://kmctayurvedacollege.org/ingresoseguro/,genérico,PhishTank,banca,kmctayurvedacollege.org/ingresoseguro,kmctayurvedacollege.org/ingresoseguro,1.0,Phishing bancario genérico + hosting académico (.org) sin relación + ruta 'ingresoseguro' en castellano.,1.0,kmctayurvedacollege.org,FALSE,FALSE,FALSE,,,FALSE,
https://l.ead.me/modifica-tu-entrega,genérica,PhishTank,logistica,l.ead.me/modifica-tu-entrega,l.ead.me/modifica-tu-entrega,1.0,Phishing logística (paquetería) + acortador de URL (ead.me) + keywords en castellano 'modifica tu entrega'.,1.0,l.ead.me,FALSE,TRUE,FALSE,,,TRUE,
https://misaki4552.github.io/Pagina-instagram/,instagam,PhishTank,rrss,misaki4552.github.io/pagina-instagram,misaki4552.github.io/pagina-instagram,1.0,Phishing Instagram + GitHub Pages gratuito + nombre de carpeta en castellano 'Pagina-instagram'.,1.0,misaki4552.github.io,FALSE,FALSE,TRUE,,,FALSE,
https://my.forms.app/dpdservicioexpress/modulodiaperturacontodpd,ddp,PhishTank,logística,my.forms.app/dpdservicioexpress/modulodiaperturacontodpd,forms.app/dpdservicioexpress,1.0,Formulario público (forms.app) + logística DPD + castellano → patrón real de landing en formulario (no acortador / no webcindario),1.0,my.forms.app,FALSE,FALSE,TRUE,,,FALSE,
https://serviciodecorreo.es/,genérico,PhishTank,saas,serviciodecorreo.es,serviciodecorreo.es,1.0,".es + castellano (“servicio de correo”) en dominio propio, sin acortador / sin free host",1.0,serviciodecorreo.es,TRUE,FALSE,FALSE,,,TRUE,
https://sites.google.com/view/habilitaciondeacceso/p%C3%A1gina-principal,genérico,PhishTank,genérico,sites.google.com/view/habilitaciondeacceso/p%c3%a1gina-principal,sites.google.com/view/habilitaciondeacceso/página-principal,1.0,"Phishing genérico + Google Sites gratuito + keywords en castellano ('habilitacion de acceso', 'página principal').",1.0,sites.google.com,FALSE,FALSE,TRUE,,,TRUE,
https://sites.google.com/view/serviciosexclusivos/p%C3%A1gina-principal,genérico,PhishTank,genérico,sites.google.com/view/serviciosexclusivos/p%c3%a1gina-principal,sites.google.com/view/serviciosexclusivos/página-principal,1.0,"Phishing genérico + Google Sites gratuito + keywords en castellano ('servicios exclusivos', 'página principal').",1.0,sites.google.com,FALSE,FALSE,TRUE,,,FALSE,
https://www.ing-appmovil-inicio.com,ing,PhishTank,banca,ing-appmovil-inicio.com,www.ing-appmovil-inicio.com,1.0,,1.0,ing-appmovil-inicio.com,FALSE,FALSE,FALSE,,,FALSE,
https://ampliaciones.zonasolicitudeampliacion.click/,genérico,PhishTank,genérico,ampliaciones.zonasolicitudeampliacion.click,ampliaciones.zonasolicitudeampliacion.click,1.0,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('solicitud', 'ampliacion') + TLD .click sospechoso.",1.0,ampliaciones.zonasolicitudeampliacion.click,FALSE,FALSE,FALSE,,,FALSE,
https://appcanaldigital.com/,genérico,PhishTank,telecomunicaciones,appcanaldigital.com,appcanaldigital.com,1.0,elecom en dominio propio + castellano (“app canal digital”); no acortador / no free-host; patrón “app/área cliente”.,1.0,appcanaldigital.com,FALSE,FALSE,FALSE,,,FALSE,
https://clientepresenteado.digital/inicio,genérico,PhishTank,genérico,clientepresenteado.digital/inicio,clientepresenteado.digital/inicio,1.0,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('cliente', 'inicio') + TLD .digital sospechoso.",1.0,clientepresenteado.digital,FALSE,FALSE,FALSE,,,TRUE,
http://bancosantaderonline.com,santander,GitHub,banca,bancosantaderonline.com,bancosantaderonline.com,1.0,Phishing Banco Santander + dominio typosquatting sin subdominio legítimo + TLD .com.,,,FALSE,FALSE,FALSE,10.0,,FALSE,15.0
http://bancosantander.es.hotelparadis.es/aviso/db5359497aecd83/login.php,santander,GitHub,banca,bancosantander.es.hotelparadis.es/aviso/db5359497aecd83/login.php,bancosantander.es.hotelparadis.es/aviso,1.0,Phishing Banco Santander + subdominio engañoso dentro de 'hotelparadis.es' + ruta con 'aviso/login'.,,,FALSE,FALSE,FALSE,5.0,,TRUE,10.0
