url,label,categoria,matched_target,campaign,motivos
https://l.ead.me/BBVA24,1,banca,bbva,l.ead.me/bbva24,Acortador con BBVA explícito; 1 representativo para la marca (cap por marca=1).
https://particulares-netbancosantander.web.app/,1,banca,banco santander,web.app/particulares-netbancosantander,Banca (Santander) + castellano (“particulares/net banco”) en cloud free → patrón útil; 1 muestra.
https://soportetuexperto-orange-es.webflow.io/,1,telecomunicaciones,orange,webflow.io/soportetuexperto-orange-es,Telecom Orange + castellano (“soporte/experto”) en SaaS Webflow→ patrón nuevo sin acortador.
https://netflix-pagos.blog/,1,streaming,netflix,netflix-pagos.blog,Streaming ya cubierto (2/2) con señales fuertes; esta va a reserva para no saturar.
https://crelosa.app/lnn/dhl-new%20(1).html,1,logística,dhl,crelosa.app/lnn,Logística DHL en dominio propio (no acortador / no free host); suma variedad logística.
https://www.binance.com.loginsn.cc/,1,cripto,binance,loginsn.cc,Impersonación por subdominio (“binance.com”) sobre dominio tercero → cripto de alta señal.
https://netflix-seguro.com/index.php,1,streaming,netflix,netflix-seguro.com/index.php,Typosquatting de Netflix + dominio engañoso con palabra 'seguro' + TLD .com orientado a usuarios hispanohablantes + campaña en castellano.
https://www.ing-appmovil-inicio.com/,1,banca,ing,www.ing-appmovil-inicio.com,"Phishing ING España + dominio falso con keywords en castellano ('appmovil', 'inicio') + TLD .com."
https://www.ing-web-inicios.com/,1,banca,ing,www.ing-web-inicios.com,"Phishing ING España + dominio falso con keywords en castellano ('web', 'inicios') + TLD .com."
https://www.ing-es-movil.com/,1,banca,ing,www.ing-es-movil.com,Phishing ING España + dominio falso con keyword 'es' (orientación a España) + 'movil' en castellano.
https://seguridad-ingclientes.com/es,1,banca,ing,seguridad-ingclientes.com/es,"Phishing ING España + dominio con keywords en castellano ('seguridad', 'clientes') + path '/es' reforzando targeting a España."
http://vodafone.accept-term.com,1,telecomunicaciones,vodafone,accept-term.com,"Vodafone, impersonación por subdominio .com, no es free host, señal global"
https://aviso-caixa.digital/inicio/enter,1,banca,caixabank,aviso-caixa.digital/inicio/enter,"Phishing CaixaBank + dominio engañoso con palabra 'aviso' + keyword en castellano 'inicio' en la ruta + TLD .digital (sospechoso, no oficial)."
http://movistarui.vip,1,telecomunicaciones,movistar,movistarui.vip,"Dominio dedicado sin acortador/free host, la usamos como 1 excepción técnica hasta encontrar una clara Movistar"
https://santanderib.com,1,banca,santander,santanderib.com,Phishing Banco Santander + dominio typosquatting simplificado (ib ≠ oficial) + ausencia de subdominios legítimos + TLD .com.
https://pago-master.digital/Confirmacio%CC%81n%20de%20Pago.html,1,genérico,genérico,pago-master.digital/confirmación de pago.html,Phishing financiero en castellano + dominio fraudulento con keyword 'pago' + TLD .digital + página titulada 'Confirmación de Pago'.
https://dhl.com-esoo.top/es,1,logística,dhl,dhl.com-esoo.top/es,Marca DHL en dominio (impersonación/typosquatting) + ruta /es (orientación castellano) + no acortador/no free host → logística de alta señal
https://netflix-reglamentos.info/pages/,1,streaming,netflix,netflix-reglamentos.info/pages,Phishing Netflix + dominio engañoso con keyword 'reglamentos' + TLD .info sospechoso + campaña en castellano.
http://srv235099.hoster-test.ru/BBVA-PAGINA,1,banca,bbva,srv235099.hoster-test.ru/bbva-pagina,Phishing BBVA + hosting ruso (.ru) + palabra clave 'PAGINA' en castellano en la ruta.
http://bancaonline0103.webcindario.com/home.php,1,banca,genérico,bancaonline0103.webcindario.com/home.php,Phishing bancario + hosting gratuito Webcindario + keywords en castellano ('bancaonline').
http://www.habbocreditosparati.blogspot.com/,1,gaming,habbo,www.habbocreditosparati.blogspot.com,Phishing Habbo + blogspot gratuito + keywords en castellano 'créditos para ti'.
https://activartarjetabp.webcindario.com,1,energía,bp,activartarjetabp.webcindario.com,Phishing BP España + hosting gratuito Webcindario + keyword en castellano 'activar tarjeta'.
https://digitalefectiva.webcindario.com/Efe/,1,banca,genérico,digitalefectiva.webcindario.com/efe,"Phishing bancario genérico + Webcindario gratuito + keywords en castellano ('digital', 'efectiva')."
https://galiciaseguridad.myportfolio.com/,1,genérico,genérico,galiciaseguridad.myportfolio.com,Phishing banca Galicia + hosting gratuito Adobe MyPortfolio + keyword 'seguridad'.
https://hdseguridad.webcindario.com/,1,genérico,genérico,hdseguridad.webcindario.com,Phishing genérico + Webcindario gratuito + keyword 'seguridad' en castellano.
https://kmctayurvedacollege.org/ingresoseguro/,1,banca,genérico,kmctayurvedacollege.org/ingresoseguro,Phishing bancario genérico + hosting académico (.org) sin relación + ruta 'ingresoseguro' en castellano.
https://l.ead.me/modifica-tu-entrega,1,logística,genérico,l.ead.me/modifica-tu-entrega,Phishing logística (paquetería) + acortador de URL (ead.me) + keywords en castellano 'modifica tu entrega'.
https://misaki4552.github.io/Pagina-instagram/,1,rrss,instagram,misaki4552.github.io/pagina-instagram,Phishing Instagram + GitHub Pages gratuito + nombre de carpeta en castellano 'Pagina-instagram'.
https://my.forms.app/dpdservicioexpress/modulodiaperturacontodpd,1,logística,dpd,forms.app/dpdservicioexpress,Formulario público (forms.app) + logística DPD + castellano → patrón real de landing en formulario (no acortador / no webcindario)
https://serviciodecorreo.es/,1,saas,genérico,serviciodecorreo.es,".es + castellano (“servicio de correo”) en dominio propio, sin acortador / sin free host"
https://sites.google.com/view/habilitaciondeacceso/p%C3%A1gina-principal,1,genérico,genérico,sites.google.com/view/habilitaciondeacceso/página-principal,"Phishing genérico + Google Sites gratuito + keywords en castellano ('habilitacion de acceso', 'página principal')."
https://sites.google.com/view/serviciosexclusivos/p%C3%A1gina-principal,1,genérico,genérico,sites.google.com/view/serviciosexclusivos/página-principal,"Phishing genérico + Google Sites gratuito + keywords en castellano ('servicios exclusivos', 'página principal')."
https://www.ing-appmovil-inicio.com,1,banca,ing,www.ing-appmovil-inicio.com,
https://ampliaciones.zonasolicitudeampliacion.click/,1,genérico,genérico,ampliaciones.zonasolicitudeampliacion.click,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('solicitud', 'ampliacion') + TLD .click sospechoso."
https://appcanaldigital.com/,1,telecomunicaciones,genérico,appcanaldigital.com,elecom en dominio propio + castellano (“app canal digital”); no acortador / no free-host; patrón “app/área cliente”.
https://clientepresenteado.digital/inicio,1,genérico,genérico,clientepresenteado.digital/inicio,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('cliente', 'inicio') + TLD .digital sospechoso."
http://bancosantaderonline.com,1,banca,santander,bancosantaderonline.com,Phishing Banco Santander + dominio typosquatting sin subdominio legítimo + TLD .com.
http://bancosantander.es.hotelparadis.es/aviso/db5359497aecd83/login.php,1,banca,santander,bancosantander.es.hotelparadis.es/aviso,Phishing Banco Santander + subdominio engañoso dentro de 'hotelparadis.es' + ruta con 'aviso/login'.
https://banco-galicia-online.com/galicia/confirm,1,banca,banco galicia,banco-galicia-online.com/galicia,"Phishing Banco Galicia (LatAm, Argentina) + dominio fraudulento con keyword 'galicia' + irrelevante para España."
https://bbva.es.personal-cuenta.info/personal/index.php?tegdfs?,1,banca,bbva,bbva.es.personal-cuenta.info/personal,"Phishing BBVA + dominio fraudulento con keywords en castellano ('personal', 'cuenta') + TLD .info sospechoso."
https://bbva.soporte-web.info/login,1,banca,bbva,bbva.soporte-web.info/login,Phishing BBVA + dominio fraudulento con keyword 'soporte-web' + TLD .info sospechoso.
https://corroes-ep.top/es,1,logística,correos,corroes-ep.top/es,Phishing Correos España + dominio fraudulento con typo 'corroes' + ruta '/es' en castellano.
https://lastbut-bc9a4f.ingress-florina.ewp.live/wp-admin/bbva/area_cliente/confirmacionMovil.html,1,banca,bbva,lastbut-bc9a4f.ingress-florina.ewp.live/wp-admin,Phishing BBVA + dominio fraudulento con subdominio ofuscado + ruta '/area_cliente/confirmacionMovil.html' en castellano.
https://www.seguridadsabadell.com,1,banca,sabadell,seguridadsabadell.com,Phishing Banco Sabadell + dominio fraudulento con keyword 'seguridad' + TLD .com.
