url,domain,score_total_v2,inclusion,notas,ruido,confianza,sector,entidad
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/santander,000o8dc.wcomhost.com,14,1,"banca | santander | Login | marca_en_path;spanish_token | score=14, signals=spanish_brand:santander;spanish_token:banco;spanish_token:particulares;spanish_m | confianza=90 (ruido=10%)",10,90,Banca,Santander
http://go.vpscairo.com/vpscairo_files/core/ess/bienvenido%20a%20correos.es%20-%20el%20portal%20online%20de%20correos.html,go.vpscairo.com,12,1,"logistica | correos | Smishing paquete | marca_en_path;spanish_token | score=12, signals=spanish_brand:correos;spanish_token:portal;spanish_marker:.es;brand_and_spanish_ | confianza=90 (ruido=10%)",10,90,Logística,Correos
http://grupobankintere.com/acces/clientes/a003d5436f4188dd1e668fa476704fc9/bk/smsone.php?assure_boba=false&_pagelabel=as_login_page&connexioncompte_2actionevt=afficher&lieu.x=fr_2561985&9e0d5751b8bf8fc0b9f7488a13b957a8,grupobankintere.com,12,1,"banca | bankinter | Verificación | kit_3dsecure;spanish_token | score=12, signals=spanish_brand:bankinter;spanish_token:cliente;spanish_token:clientes;spanish_tok | confianza=50 (ruido=50%)",50,50,Banca,Bankinter
http://guyanemarketing.com/bancosantander.es/login/firma.php,guyanemarketing.com,16,1,"banca | santander | Login | marca_en_path;spanish_token | score=16, signals=spanish_brand:santander;spanish_brand:ing;spanish_token:login;spanish_token:banc | confianza=90 (ruido=10%)",10,90,Banca,Santander
http://ing-banco.es.swtest.ru/ing/ing/sms_code_error.php,ing-banco.es.swtest.ru,12,1,"banca | ing | Login | marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:banco;spanish_token:sms;spanish_marker:.es;brand | confianza=90 (ruido=10%)",10,90,Banca,ING
http://ing.es-accesospanel.info/loginon.php,ing.es-accesospanel.info,15,1,"banca | ing | Login | marca_en_path;spanish_token | score=15, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:login;spanish_marker:.es;br | confianza=90 (ruido=10%)",10,90,Banca,ING
http://kiddofeedo.com/vip/images/gruposantander/home/sms_codigo,kiddofeedo.com,12,1,"banca | santander | Verificación | marca_en_path;spanish_token | score=12, signals=spanish_brand:santander;spanish_token:codigo;spanish_token:sms;brand_and_spanish | confianza=90 (ruido=10%)",10,90,Banca,Santander
http://loc10cxixaayuodaaccesoae-b40361.ingress-florina.ewp.live/loca4/home/sms2.html,loc10cxixaayuodaaccesoae-b40361.ingress-florina.ewp.live,15,1,"banca | caixaBank | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:sms;brand_and_spanish_token | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
http://loc2.caixabank.es.ay-min.az/gpeticiones;weblogicsession/lacaixa/home/codigo.html,loc2.caixabank.es.ay-min.az,13,1,"banca | caixabank | Verificación | marca_en_path;spanish_token | score=13, signals=spanish_brand:caixabank;spanish_token:codigo;spanish_marker:.es;brand_and_spanis | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
http://loc4.caixabank.es.gpeticiones.weblogicsession.ay-min.az/lacaixa/home/codigo.html,loc4.caixabank.es.gpeticiones.weblogicsession.ay-min.az,13,1,"banca | caixabank | Verificación | marca_en_path;spanish_token | score=13, signals=spanish_brand:caixabank;spanish_token:codigo;spanish_marker:.es;brand_and_spanis | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
http://loc52.caixabank.es.lacaixa.actualizar.information.ay-min.az/soporte-directonow/home/codigo.html,loc52.caixabank.es.lacaixa.actualizar.information.ay-min.az,14,1,"banca | caixabank | Verificación | marca_en_path;spanish_token | score=14, signals=spanish_brand:caixabank;spanish_token:forma;spanish_token:codigo;spanish_marker: | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
http://loveysplace.com/ingdirect.es/02298/sms.html,loveysplace.com,13,1,"banca | ing | Login | marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:sms;spanish_marker:.es;brand_and_spanish_token_b | confianza=90 (ruido=10%)",10,90,Banca,ING
http://magento-421793-1325519.cloudwaysapps.com/ing%20-%20banco%20online%20sin%20comisiones12/sms.html,magento-421793-1325519.cloudwaysapps.com,12,1,"banca | ing | Login | marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:banco;spanish_token:sms;brand_and_spanish_token_ | confianza=90 (ruido=10%)",10,90,Banca,ING
http://mooneygroup-it.builderallwppro.com/correos/recibir_paquete.php,mooneygroup-it.builderallwppro.com,12,1,"logsitica | correos | Smishing paquete | marca_en_path;spanish_token | score=12, signals=spanish_brand:correos;spanish_token:paquete;spanish_token:recibir;brand_and_span | confianza=90 (ruido=10%)",10,90,Logística,Correos
http://ngievsm.beget.tech/icl/ingbanco.es/ing_n/4c95e/code/num/confirmacionmovil.php,ngievsm.beget.tech,12,1,"banca | ing | Confirmación | marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:confirmacion;spanish_token:banco;spanish_token:m | confianza=90 (ruido=10%)",10,90,Banca,ING
http://nuevaentrega-b527a7.ingress-earth.ewp.live/amazon,nuevaentrega-b527a7.ingress-earth.ewp.live,12,1,"logistica | amazon | Login | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:entrega;brand_and_spanish_token_boost;brand_in_s | confianza=90 (ruido=10%)",10,90,Logística,Amazon
http://oficinacorreos.page.link/es,oficinacorreos.page.link,14,1,"logistica | correos | Smishing paquete | marca_en_path;spanish_token | score=14, signals=spanish_brand:correos;spanish_token:oficina;spanish_hosting:page.link;brand_and_ | confianza=90 (ruido=10%)",10,90,Logística,Correos
http://pagos-correos-del.tempurl.host/es/manage/?view=login&appidkey=fcd00c0656cc490&country=,pagos-correos-del.tempurl.host,14,1,"banca | correos | Pago | marca_en_path;spanish_token | score=14, signals=spanish_brand:correos;spanish_token:pago;spanish_token:pagos;spanish_token:login | confianza=90 (ruido=10%)",10,90,Banca,Correos
http://particulares-bancosantander-es.tempurl.host/es/grupo/home/codigo_incorrecta.php,particulares-bancosantander-es.tempurl.host,16,1,"banca | santander | Verificación | marca_en_path;spanish_token | score=16, signals=spanish_brand:santander;spanish_token:banco;spanish_token:particulares;spanish_t | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://0536dd8.wcomhost.com/caixabank/particulares_es/home/Tarjeta2.html,0536dd8.wcomhost.com,12,1,"banca | caixaBank | Login | marca_en_path;spanish_token | score=12, signals=spanish_brand:caixabank;spanish_token:tarjeta;spanish_token:particulares;brand_a | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://0560db8.wcomhost.com/Caixabank/particulares_es/home/Espera2.html,0560db8.wcomhost.com,14,1,"banca | caixaBank | Login | marca_en_path;spanish_token | score=14, signals=spanish_brand:caixabank;spanish_token:particulares;spanish_token:espera;brand_an | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://064f211.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home/Espera.html,064f211.wcomhost.com,13,1,"banca | caixaBank | Login | marca_en_path;spanish_token | score=13, signals=spanish_brand:caixabank;spanish_token:espera;brand_and_spanish_token_boost;brand | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://0674b9c.wcomhost.com/CaixaBank/particular/GPeticionesPN/Es/home/Espera.html,0674b9c.wcomhost.com,13,1,"banca | caixaBank | Login | marca_en_path;spanish_token | score=13, signals=spanish_brand:caixabank;spanish_token:espera;brand_and_spanish_token_boost;brand | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://2333-b5e370.ingress-earth.ewp.live/acceso/es/clients/login.php?verification,2333-b5e370.ingress-earth.ewp.live,13,1,"generico | generico | Verificación | free_hosting;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:login;brand_and_spanish_tok | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://acceso-ba004e.ingress-baronn.ewp.live/acceso-es/clients/login.php,acceso-ba004e.ingress-baronn.ewp.live,13,1,"generico | generico | Login | free_hosting;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:login;brand_and_spanish_tok | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://accesociaxatarieta-b31c49.ingress-erytho.ewp.live/fueoss/home,accesociaxatarieta-b31c49.ingress-erytho.ewp.live,12,1,"banca | generico | Login | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:acceso;brand_and_spanish_token_boost;brand_in_su | confianza=90 (ruido=10%)",10,90,Banca,Generico
https://am-coaching.salamander.dev/caixa/vbv/home/forma.html,am-coaching.salamander.dev,14,1,"banca | caixaBank | Login | marca_en_path;spanish_token | score=14, signals=spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;path_verific | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://amgmarketing.org/correos/pagomentee/pagomente/recibir_paquete.php,amgmarketing.org,14,1,"logistica | correos | Pago | marca_en_path;spanish_token | score=14, signals=spanish_brand:ing;spanish_brand:correos;spanish_token:pago;spanish_token:paquete | confianza=90 (ruido=10%)",10,90,Logística,Correos
https://anularpagosbc.replit.app/mua/waiting/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,anularpagosbc.replit.app,13,1,"banca | generico | Pago | free_hosting;kit_3dsecure;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:pago;spanish_token:pagos;brand_and_spanish_token, TLD .app | confianza=90 (ruido=10%)",10,90,Banca,Generico
https://apoyo-bcf1dc.ingress-comporellon.ewp.live/apoyo/home/particulares.php,apoyo-bcf1dc.ingress-comporellon.ewp.live,12,1,"generico | generico | Login | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://app-correos-b5e295.ingress-bonde.ewp.live/bandinter/clients/login.php?verification,app-correos-b5e295.ingress-bonde.ewp.live,12,1,"logistica | correos | Verificación | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_brand:correos;spanish_token:login;brand_and_spanish_to | confianza=90 (ruido=10%)",10,90,Logística,Correos
https://apptips.muevbs.com/verificacion-user/mua/waiting/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,apptips.muevbs.com,12,1,"generico | generico | Verificación | kit_3dsecure;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:verificacion;spanish_token:verificacion;brand_an | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://appverify.clotingbasicsotre.cloud/verificacion/clave/mua/user/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,appverify.clotingbasicsotre.cloud,12,1,"generico | generico | Verificación | kit_3dsecure;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:verificacion;spanish_token:clave;spanish_token:v | confianza=50 (ruido=50%)",50,50,Genérico,Generico
https://appvirtual.cloudbanshag.cloud/verificacion/mua/waiting/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,appvirtual.cloudbanshag.cloud,13,1,"generico | generico | Verificación | kit_3dsecure;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:verificacion;spanish_token:verificacion;brand_an | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://autrasistema-ba63ea.ingress-earth.ewp.live/santander-dro/home/particulares.php,autrasistema-ba63ea.ingress-earth.ewp.live,15,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:santander;spanish_brand:ing;spanish_token:particulares;brand_and_s | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://bancaonline-bancosantander-es.com/particulares.gruposantander.es/supfpa_ens/firma.html,bancaonline-bancosantander-es.com,12,1,"banca | santander | Login | spanish_token | score=12, signals=spanish_brand:santander;spanish_token:banco;spanish_token:banca;spanish_token:pa | confianza=50 (ruido=50%)",50,50,Banca,Santander
https://bancoing.es.ecoplant.com.co/source/login.php?local=es,bancoing.es.ecoplant.com.co,12,1,"banca | ing | Login | latam_descartado;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:login;spanish_token:banco;spanish_marker:.es;bra | confianza=90 (ruido=10%)",10,90,Banca,ING
https://banco.online.bbva.146-70-81-49.cprapid.com/bbva-movil/es/index.php,banco.online.bbva.146-70-81-49.cprapid.com,13,1,"banca | bbva | Login | marca_en_path;spanish_token | score=13, signals=spanish_brand:bbva;spanish_token:banco;spanish_token:movil;spanish_hosting:cprap | confianza=90 (ruido=10%)",10,90,Banca,BBVA
https://bancosantander-conocido-comercialmente.authorizeddns.net/aviso.legalcookiesdatos.personalesinformes.legalesservicios.de.pago.tarifas/index.php,bancosantander-conocido-comercialmente.authorizeddns.net,12,1,"banca | santander | Pago | marca_en_path;spanish_token | score=12, signals=spanish_brand:santander;spanish_token:pago;spanish_token:datos;spanish_token:avi | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://bancosantander.es.hotelparadis.es/aviso/03a253e1ba5bba8/login.php?signin,bancosantander.es.hotelparadis.es,13,1,"banca | santander | Login | marca_en_path;spanish_token | score=13, signals=spanish_brand:santander;spanish_token:login;spanish_token:aviso;spanish_token:ba | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://bancosantander-es-online.preview-domain.com/xx/santa_presi/login,bancosantander-es-online.preview-domain.com,13,1,"banca | santander | Login | marca_en_path;spanish_token | score=13, signals=spanish_brand:santander;spanish_token:login;spanish_token:banco;spanish_hosting: | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://bancosantander-firma-es-account-activation-yakuzablyat101350359.codeanyapp.com/online1/particulares/home.php?web=succes&local=_&id=76276442,bancosantander-firma-es-account-activation-yakuzablyat101350359.codeanyapp.com,14,1,"banca | santander | Login | marca_en_path;spanish_token | score=14, signals=spanish_brand:santander;spanish_token:banco;spanish_token:particulares;spanish_t | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://bankia2021-8603e2.ingress-earth.easywp.com/ban/particulares/sms.php,bankia2021-8603e2.ingress-earth.easywp.com,12,1,"banca | bankia | Login | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:particulares;spanish_token:sms;brand_and_spanish | confianza=90 (ruido=10%)",10,90,Banca,Bankia
https://bbva.es.id8261.info/usuario,bbva.es.id8261.info,14,1,"banca | bbva | Login | marca_en_path;spanish_token | score=14, signals=spanish_brand:bbva;spanish_token:usuario;spanish_marker:.es;brand_and_spanish_to | confianza=90 (ruido=10%)",10,90,Banca,BBVA
https://bestikwa1-bd252f.ingress-earth.ewp.live/santand/home/particulares.php,bestikwa1-bd252f.ingress-earth.ewp.live,12,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://bixtnet-c439fe.ingress-erytho.ewp.live/movile/home/particulares.php,bixtnet-c439fe.ingress-erytho.ewp.live,13,1,"generico | generico | Login | free_hosting;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:movil;spanish_token:particulares;brand_and_spani | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://bobo-bc1ece.ingress-erytho.ewp.live/santander/manage/index.html?view=login&appldkey=fcd00c0656cc490&country=ee,bobo-bc1ece.ingress-erytho.ewp.live,14,1,"banca | santander | Login | free_hosting;marca_en_path;spanish_token | score=14, signals=spanish_brand:santander;spanish_brand:ing;spanish_token:login;brand_and_spanish_ | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://cableworld.me/correo.ionos.es/obtener-correos-pendientes/iniciar-sesion/actualizar/3c490f9f5813cb310f1dd3a68d752852/index.php?ntwpblqg82165232227=xrabnjoskiw,cableworld.me,12,1,"logistica | correos | Smishing paquete | marca_en_path;spanish_token | score=12, signals=spanish_brand:correos;spanish_brand:ionos;spanish_token:sesion;spanish_marker:.e | confianza=90 (ruido=10%)",10,90,Logística,Correos
https://caiparticulares-b405fa.ingress-daribow.ewp.live/es/particulares/home,caiparticulares-b405fa.ingress-daribow.ewp.live,12,1,"banca | caixaBank | Login | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://caixabank-es-883f1e.ingress-erytho.easywp.com/particular-tarjetas/auth/access/clients/sms.php?verification,caixabank-es-883f1e.ingress-erytho.easywp.com,13,1,"banca | caixaBank | Verificación | free_hosting;marca_en_path;spanish_token | score=13, signals=spanish_brand:caixabank;spanish_brand:ing;spanish_token:tarjeta;spanish_token:sm | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://caixabank.es.cosmoinnovations.com/caixa-vbve_final/caixa-vbv/caixa-vbv/caixa-vbvfinal/home/espera2.html,caixabank.es.cosmoinnovations.com,13,1,"banca | caixaBank | Login | marca_en_path;spanish_token | score=13, signals=spanish_brand:caixabank;spanish_token:espera;spanish_marker:.es;brand_and_spanis | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://caixabank.es.particular.prohoster.biz/auth/access/clients/sms.php,caixabank.es.particular.prohoster.biz,12,1,"banca | caixaBank | Login | marca_en_path;spanish_token | score=12, signals=spanish_brand:caixabank;spanish_token:sms;spanish_marker:.es;brand_and_spanish_t | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://caixabank.es.sabadent.ir/particular/holabank/online-banking/surf3.php?cmd=login_submit&id=8fef5d7f641561f369823443d4425a048fef5d7f641561f369823443d4425a04&session=8fef5d7f641561f369823443d4425a048fef5d7f641561f369823443d4425a04,caixabank.es.sabadent.ir,13,1,"banca | caixaBank | Verificación | kit_3dsecure;marca_en_path;spanish_token | score=13, signals=spanish_brand:caixabank;spanish_brand:ing;spanish_token:login;spanish_marker:.es | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://caixa-confirmacion-974baa.ingress-florina.easywp.com/mi-cuenta/acceso/es/clients/app.php?verification,caixa-confirmacion-974baa.ingress-florina.easywp.com,12,1,"banca | caixaBank | Verificación | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:confirmacion;spanish_token: | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://caixbk-b947df.ingress-comporellon.ewp.live/accesoo/acceso/es/clients/login.php?verification,caixbk-b947df.ingress-comporellon.ewp.live,13,1,"banca | caixaBank | Verificación | free_hosting;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:login;brand_and_spanish_tok | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://cajamaes-77975b.ingress-baronn.easywp.com/acceso/clients/technique/codigoservletoperation.html,cajamaes-77975b.ingress-baronn.easywp.com,12,1,"banca | generico | Verificación | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:codigo;brand_and_spanish_to | confianza=90 (ruido=10%)",10,90,Banca,Generico
https://carreforpass-9c9466.ingress-comporellon.ewp.live/caixa/acceso/es/clients/app.php,carreforpass-9c9466.ingress-comporellon.ewp.live,12,1,"banca | caixabank | Login | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:acceso;brand_and_spanish_token_boost;brand_in_su | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://caxialoop16accessseoclientoe-b5633c.ingress-earth.ewp.live/apoyo/home/espera2.html,caxialoop16accessseoclientoe-b5633c.ingress-earth.ewp.live,13,1,"banca | caixabank | Login | free_hosting;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:espera;brand_and_spanish_token_boost;path_verifi | confianza=90 (ruido=10%)",10,90,Banca,CaixaBank
https://ce-correos.top/information.html,ce-correos.top,12,1,"logistica | correos | Smishing paquete | marca_en_path;spanish_token;tld_no_es_but_es_context | score=12, signals=spanish_brand:correos;spanish_token:forma;brand_and_spanish_token_boost;path_ver, TLD .top | confianza=90 (ruido=10%)",10,90,Logística,Correos
https://clavesmsbvvabancomobile.is-certified.com/cuenta/bbvaaydacuenta/bancomobile/ayuda/configurarlas/index.php,clavesmsbvvabancomobile.is-certified.com,12,1,"banca | bbva | Verificación | marca_en_path;spanish_token | score=12, signals=spanish_brand:bbva;spanish_token:cuenta;spanish_token:banco;spanish_token:clave; | confianza=90 (ruido=10%)",10,90,Banca,BBVA
https://clientes-entrega.top/gin/billing.php,clientes-entrega.top,12,1,"logistica | generico | Login | marca_en_path;spanish_token | score=12, signals=spanish_brand:ing;spanish_token:cliente;spanish_token:clientes;spanish_token:ent, TLD .top | confianza=90 (ruido=10%)",10,90,Logística,Generico
https://clientes-servicio-b9f795.ingress-earth.ewp.live/parkospx/clients/login.php,clientes-servicio-b9f795.ingress-earth.ewp.live,14,1,"generico | generico | Login | free_hosting;marca_en_path;spanish_token | score=14, signals=spanish_brand:ing;spanish_token:cliente;spanish_token:clientes;spanish_token:log | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://cliente.suportededicado.net/cadastro-santander/app/?23438a559f41660a74b1f752826a0aba,cliente.suportededicado.net,12,1,"banca | santander | Login | marca_en_path;spanish_token | score=12, signals=spanish_brand:santander;spanish_token:cliente;spanish_hosting:suportededicado.ne | confianza=90 (ruido=10%)",10,90,Banca,Santander
https://co-bccd2c.ingress-bonde.ewp.live/po/home/recibir_paquete.php,co-bccd2c.ingress-bonde.ewp.live,15,1,"logistica | generico | Smishing paquete | free_hosting;marca_en_path;spanish_token | score=15, signals=spanish_brand:ing;spanish_token:paquete;spanish_token:recibir;brand_and_spanish_ | confianza=90 (ruido=10%)",10,90,Logística,Generico
https://confirmacion-cuenta-1-9cd542.ingress-comporellon.easywp.com/mi-cuenta/acceso/es/clients/login.php,confirmacion-cuenta-1-9cd542.ingress-comporellon.easywp.com,13,1,"generico | generico | Confirmación | free_hosting;marca_en_path;spanish_token | score=13, signals=spanish_brand:ing;spanish_token:acceso;spanish_token:login;spanish_token:confirm | confianza=90 (ruido=10%)",10,90,Genérico,Generico
https://confirmacion-cuenta-a60a2f.ingress-daribow.easywp.com/es/?pwd=bbva,confirmacion-cuenta-a60a2f.ingress-daribow.easywp.com,12,1,"banca | bbva | Confirmación | free_hosting;marca_en_path;spanish_token | score=12, signals=spanish_brand:bbva;spanish_brand:ing;spanish_token:confirmacion;spanish_token:cu | confianza=90 (ruido=10%)",10,90,Banca,BBVA
https://consielle-bbc9ad.ingress-comporellon.ewp.live/coreoss/pagomente/recibir_paquete.php,consielle-bbc9ad.ingress-comporellon.ewp.live,16,1,"logistica | correos | Pago | free_hosting;marca_en_path;spanish_token | score=16, signals=spanish_brand:ing;spanish_token:pago;spanish_token:paquete;spanish_token:recibir | confianza=90 (ruido=10%)",10,90,Logística,Correos
https://coreosnotification-b7bd01.ingress-erytho.ewp.live/manage/sms/sms2.html,coreosnotification-b7bd01.ingress-erytho.ewp.live,14,1,"logistica | correos | Login | free_hosting;marca_en_path;spanish_token | score=14, signals=spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verificat | confianza=90 (ruido=10%)",10,90,Logística,Correos
https://correos-1-bc9a64.ingress-erytho.ewp.live/info/pagomente/recibir_paquete.php,correos-1-bc9a64.ingress-erytho.ewp.live,17,1,"logistica | correos | Pago | free_hosting;marca_en_path;spanish_token | score=17, signals=spanish_brand:ing;spanish_brand:correos;spanish_token:pago;spanish_token:paquete | confianza=90 (ruido=10%)",10,90,Logística,Correos
